category,project,BUGS,SMELLS,VULNERABILITY,CRITICAL,MAJOR,MINOR,BLOCKER,NCLOC,,BUGS_std,SMELLS_std,VULNERABILITY_std,CRITICAL_std,MAJOR_std,MINOR_std,BLOCKER_std,NCLOC_std
Quantum Algorithsm,Qiskit/qiskit-aqua,74.5,4227.5,0,2359.6,1344.5,413.9,184,130842.88888888889,,67.26849188141503,1933.6097977616892,0.0,1089.7610930841677,699.4779839280147,175.9081862790928,125.15590277729612,33404.72627054257
Quantum Algorithsm,quantumlib/OpenFermion,220.66666666666666,2522.4166666666665,0,1363,666.3333333333334,502.0833333333333,211.66666666666666,92858.25,,135.38484241433957,1274.95362388424,0.0,715.7182872238676,404.3472792318779,194.6537345875719,127.39919762524238,38532.32577141129
Quantum Algorithsm,rigetti/grove,18.75,265.75,0,70,133.75,62,18.75,6861,,14.523687548277813,111.64984326007807,0.0,28.434134416225863,55.88772226527039,38.006578377959784,14.523687548277813,2225.880243216795
Quantum Algorithsm,netket/netket,21.666666666666668,316.8888888888889,0,71.11111111111111,172.77777777777777,73.55555555555556,21.11111111111111,6082.875,,17.950549357115012,238.09682644972844,0.0,50.52709821789678,130.51417784012565,67.09216067985409,17.284832429004496,3937.5173789299015
Quantum Algorithsm,XanaduAI/thewalrus,244.875,569,0,59.25,547.75,180.625,26.25,65044.142857142855,,94.08963479044863,343.0196787357833,0.0,37.85085864283663,251.88030391437914,117.51269878187634,28.256636388643287,24364.02081775837
Quantum Algorithsm,qucontrol/krotov,0.8571428571428571,979.8571428571429,0,340.85714285714283,453,186.85714285714286,0,52142.57142857143,,0.3499271061118826,483.01713325761864,0.0,171.22702437860391,218.77516181818135,94.89005453143966,0.0,29584.807022027577
Quantum Algorithsm,aeantipov/pomerol,0,15.52,0,0,15.2,0.32,0,120,,0.0,22.056509243305026,0.0,0.0,21.188676221038445,1.5676734353812343,0.0,154.43473364668242
Quantum Algorithsm,Q-solvers/EDLib,0,23.77777777777778,0,0,21.11111111111111,2.6666666666666665,0,413.42857142857144,,0.0,19.400903631748577,0.0,0.0,17.916128329552333,1.8856180831641267,0.0,216.9857514366568
Quantum Algorithsm,dwave-examples/factoring,35,30.5,0,28.5,0,2,35,605.7142857142857,,13.228756555322953,40.27095727692601,0.0,40.258539466801324,0.0,1.0,13.228756555322953,461.52316588992716
Quantum Algorithsm,PanPalitta/phase_estimation,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quantum Algorithsm,ProjectQ-Framework/FermiLib,21,435,0,231.5,113.5,91,20,19765,,21.0,435.0,0.0,231.5,113.5,91.0,20.0,0.0
Quantum Algorithsm,JoshuaSBrown/QC_Tools,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
None-Quantum,AppImage/AppImageKit,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
None-Quantum,mjolnirapp/mjolnir,10,5,0,0,15,0,0,131.1818181818182,,6.793662204867575,3.3968311024337874,0.0,0.0,10.190493307301361,0.0,0.0,63.82051277794365
None-Quantum,owntracks/recorder,18.27777777777778,190.44444444444446,0,0,177.11111111111111,26.055555555555557,5.555555555555555,11275.470588235294,,24.616628425958915,249.2685348557571,0.0,0.0,231.5147916774047,34.938791275636156,7.440297352348091,16474.48703876122
None-Quantum,ps2homebrew/Open-PS2-Loader,225.94594594594594,283.6216216216216,0,81.45945945945945,398.3783783783784,26.756756756756758,2.972972972972973,108466.6,,389.72935487480567,489.212900724427,0.0,140.50768846802202,687.1543888582098,46.152160445700666,5.1280178273000745,29581.8
None-Quantum,cquery-project/cquery,2.857142857142857,150.71428571428572,0,28.142857142857142,95.71428571428571,26.857142857142858,2.857142857142857,3287.3333333333335,,4.517539514526256,80.05482815048748,0.0,28.915782005326985,46.477995671421255,10.986076531274502,4.517539514526256,1624.5290257657928
None-Quantum,zetavm/zetavm,33.333333333333336,538,0,207.33333333333334,300.6666666666667,33.333333333333336,30,15659,,28.674417556808756,380.4243244939349,0.0,146.60680596601085,212.65987449968605,23.570226039551585,24.49489742783178,181.0
None-Quantum,Chuyu-Team/Dism-Multi-language,123.07142857142857,502.2857142857143,6.928571428571429,172.57142857142858,314.92857142857144,125.64285714285714,19.142857142857142,30967.46153846154,,107.8182758730861,455.5200212898643,6.307187348168591,138.2232739786891,297.9008618137715,114.93576289317757,18.723007782088946,26066.052590162868
None-Quantum,keystonejs/keystone-classic,697.8076923076923,3507.9615384615386,0,25.923076923076923,4103.2692307692305,73.34615384615384,3.230769230769231,336265357.0,,2124.416083018339,10761.117187072416,0.0,90.8417572048835,12543.18734967525,242.82360522494076,11.997780859897805,136150275.04114673
None-Quantum,dcloudio/mui,1589.2222222222222,5729.944444444444,0,84.72222222222223,6071.444444444444,910,253,6983649.444444444,,3304.126923772006,11754.318196930493,0.0,175.39473118767015,12473.933769719883,1898.2455057236407,511.4876994285069,8802257.412450729
None-Quantum,SciML/DifferentialEquations.jl,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
None-Quantum,Kunstmaan/KunstmaanBundlesCMS,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
None-Quantum,quack/quack,5,1723.5714285714287,0,137.71428571428572,1540,50.857142857142854,0,15060.5,,6.546536707079771,1298.3445346333324,0.0,89.72770600260432,1180.9439323814536,38.23023699126339,0.0,9431.555788062398
None-Quantum,kivy/kivy,100.675,4262.75,0,2230.775,1652.175,385.725,94.75,554709.5384615385,,303.30153210130675,13278.283222521653,0.0,6967.509904863789,5145.607582625691,1196.6457075404564,281.5040630257404,880897.392813943
None-Quantum,lbryio/lbry-sdk,194.3,5458.7,3,1819,2689.45,834.95,312.6,436591.5,,406.71133497850786,9719.466035230538,5.531726674375733,3252.4267862628362,4927.459756050778,1351.2477002755638,659.4934722952154,647654.5356490217
None-Quantum,emeryberger/CSrankings,1135.111111111111,2733.6666666666665,9.444444444444445,980.1666666666666,2107.8333333333335,735.5,54.72222222222222,606539.8823529412,,1659.97894527775,3826.4099507385654,11.968580265856385,1327.8722432690745,3031.7865515970025,1052.0407285102817,85.2048548144448,904631.7146633815
None-Quantum,Nuitka/Nuitka,85.65789473684211,3299.3684210526317,0,590.7631578947369,2110.9210526315787,588.8684210526316,94.47368421052632,2197784.5,,308.20082963068336,11915.164714768127,0.0,2129.2681153541257,7613.391869392063,2162.129970423326,342.2252825907538,1500186.8169268952
None-Quantum,guanguans/favorite-link,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
None-Quantum,dpgaspar/Flask-AppBuilder,1078.2307692307693,2558.4615384615386,0,505.38461538461536,2418.9615384615386,670.3076923076923,42.03846153846154,2979546.875,,3112.468242750466,6741.674239846733,0.0,1310.6716738704588,6665.589791440176,1770.259602197259,114.70748106822742,3670610.911377881
None-Quantum,plotly/dash,40.421052631578945,1184.1052631578948,0,707.0526315789474,378.42105263157896,105.47368421052632,33.578947368421055,72764.94117647059,,77.3442855300579,2294.8535074158035,0.0,1399.6124077639347,724.1988179898108,189.84990426540776,62.589149715025385,128021.46988756614
None-Quantum,AppDaemon/appdaemon,310.625,5617.0625,7.5,2096.125,3029.125,548.0625,261.875,3617934.6,,346.9816052401049,6730.0578607166335,11.034038245356955,2692.9939861379194,3450.1561173916466,622.0439563196077,337.8213053894026,3688353.7784916605
None-Quantum,janeczku/calibre-web,397.10526315789474,5492.8421052631575,4.631578947368421,1857.578947368421,3449.684210526316,460.94736842105266,126.36842105263158,40097683.28571428,,824.9618743813714,11864.521629690136,11.948179893610705,4206.495019494314,7343.166483577787,1001.2097142790612,270.86901292075623,42196397.904313676
None-Quantum,flexxui/flexx,520.6190476190476,5406.238095238095,0,2789.3809523809523,1677.8095238095239,964.3333333333334,495.3333333333333,330070.77777777775,,758.7210715401891,9335.346352157441,0.0,4971.415123590643,2837.731599426819,1583.7148111874824,721.3622914704896,503193.1220889424
None-Quantum,pre-commit/pre-commit,963.28,618.32,0,374.56,238.68,11.56,956.8,63258.48,,1615.1372578205235,866.9404002582876,0.0,543.9559599820559,317.2014779284611,15.791339398543748,1606.750161039357,100840.46174075961
None-Quantum,falconry/falcon,49.310344827586206,2895.2758620689656,3.6551724137931036,1966.551724137931,740.551724137931,207.82758620689654,33.310344827586206,93281.75,,99.53169775755752,4738.1093559275,9.742462558019477,3252.8606782572474,1188.6142202438907,329.9573712242357,85.7265514127477,162136.03886367087
None-Quantum,frappe/bench,441.8,1340.16,0,391.8,896,50.32,443.84,47663.208333333336,,645.164909151141,1833.6689925938106,0.0,595.3967416773457,1178.9995759117135,82.1222113681798,648.1760057268395,58135.912455913145
None-Quantum,nvbn/thefuck,138.66666666666666,500.0952380952381,0,207.9047619047619,138.57142857142858,151.61904761904762,140.66666666666666,6639.238095238095,,290.28940130141933,713.0091099906826,0.0,299.96791967553315,197.6756774855919,212.02593646161853,293.8819544895589,9592.278511310478
None-Quantum,pinax/pinax-stripe,21.454545454545453,843.3636363636364,0,292.59090909090907,55.77272727272727,458.27272727272725,58.18181818181818,405297.9090909091,,55.516358991764584,1311.958340020907,0.0,443.41983585135915,79.49095535638678,733.3861181854396,95.94678277027813,672260.0328739758
None-Quantum,django-tastypie/django-tastypie,283.59375,3994.09375,0,3133.15625,601.53125,266.9375,276.0625,557530.71875,,453.3076948507906,6036.242950707082,0.0,4770.3463979920725,920.617421366464,397.0793322419967,442.377026521213,866393.367417957
None-Quantum,jieter/django-tables2,246.6153846153846,830.5128205128206,30,522.025641025641,466.8205128205128,84.17948717948718,34.1025641025641,29395.30769230769,,380.1804979813732,1352.6632963991365,72.29746245147942,856.7880235456466,750.9578796544597,165.61553745313535,74.19544352303059,49481.986307453
None-Quantum,google/personfinder,2531.84375,3518.90625,0,2216.15625,986.21875,307.8125,2540.5625,2410054.7,,9599.085539484266,10088.342057045891,0.0,6341.777408135352,2841.810896400117,896.1229490665609,9604.443564496267,3261403.0074699465
None-Quantum,django-crispy-forms/django-crispy-forms,213.13513513513513,788.8648648648649,1.1891891891891893,371.43243243243245,525.1891891891892,103.48648648648648,3.081081081081081,55218.25,,457.6212385310711,1009.699103216296,2.0773923081703387,547.724804670046,788.4358047815336,138.6632361537412,5.293434885338418,94194.03329545497
None-Quantum,wooey/Wooey,91.52941176470588,1172.3529411764705,0,727.1764705882352,240.41176470588235,287.70588235294116,8.588235294117647,41802.3125,,111.15178686455468,1515.260254919401,0.0,961.8106231168819,299.94177058880047,355.1377139191934,10.960135376629635,52719.234482917556
None-Quantum,rajkumardusad/Tool-X,158,480.9,0,321.5,149,52.4,116,16967.666666666668,,166.90116836020053,393.2888124521215,0.0,266.00159773956244,125.11594622589081,46.37499326145503,119.59933110180843,509.79789023581577
None-Quantum,vim-vdebug/vdebug,5.344827586206897,671.2413793103449,0,464.58620689655174,175.68965517241378,35.96551724137931,0.3448275862068966,29380.620689655174,,8.995308593617645,1004.4987995452024,0.0,682.0498271433709,271.78123853040796,61.56212604080122,1.824656076596269,50843.43731388158
Full-stack Library,Qiskit/qiskit-terra,394.73333333333335,7169.333333333333,0,4754.066666666667,1928,521,361,304713.2,,608.173272093479,9489.179877921779,0.0,6524.460115255174,2469.8198044931673,579.6856619467716,555.2302825555057,418295.93913834094
Full-stack Library,microsoft/Quantum,0,64.54545454545455,0,30.272727272727273,28.181818181818183,6.090909090909091,0,1008.5,,0.0,51.01223317876112,0.0,21.771920653116936,31.85711903260951,6.14158027420165,0.0,618.2402850025223
Full-stack Library,microsoft/QuantumLibraries,0,53.18181818181818,0,33.18181818181818,15.454545454545455,4.545454545454546,0,825.4,,0.0,40.44933572174676,0.0,24.236779645887484,14.214996155556262,4.207431441965867,0.0,704.6769756420314
Full-stack Library,microsoft/Quantum-NC,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Full-stack Library,rigetti/pyquil,377.6,2709.9333333333334,0,659.4,1326.5333333333333,446.93333333333334,654.6666666666666,638561.2,,403.8380533497721,3314.707799422983,0.0,843.2849893916843,1672.8149475924972,503.68964871458513,591.0766071801147,732163.7384453653
Full-stack Library,Qiskit/qiskit,8.875,243.25,0.25,72.25,164.5,7.75,7.875,5083.285714285715,,7.959860237466485,151.36524535044364,0.4330127018922193,31.05539405642762,124.44978907173768,7.275816105427624,7.7530236037303535,1627.5258799158673
Full-stack Library,Qiskit/qiskit-ibmq-provider,10,422.14285714285717,0,267.85714285714283,140,22.857142857142858,1.4285714285714286,7164,,7.559289460184544,356.496214594781,0.0,229.42376796252486,123.63540870525031,14.846149779161806,3.499271061118826,3589.935932575956
Full-stack Library,qiskit-community/qiskit-js,318.75,8018.125,0,46.625,7743.5,509.25,37.5,159212918.33333334,,421.4317115500446,10847.741371335094,0.0,60.4688711239097,10437.245110660187,728.3666229997089,50.86010224134434,39682864.26908826
Full-stack Library,qiskit-community/qiskit-vscode,24.6,34.2,0,13.6,18,27.2,0,2407.75,,12.306096050332128,22.497999911103207,0.0,7.059745037889116,14.696938456699069,21.77521526874074,0.0,474.30547909548756
Full-stack Library,rigetti/rpcq,0,156.28571428571428,0,87.71428571428571,55.714285714285715,12.857142857142858,0,5271.571428571428,,0.0,77.60654296001131,0.0,50.86316176261358,42.96415211949305,8.390957231764808,0.0,3247.2320017931256
Full-stack Library,ProjectQ-Framework/ProjectQ,176.8181818181818,2147.3636363636365,0,926.6363636363636,796.8181818181819,436.1818181818182,164.54545454545453,55328.9,,99.44465631405987,1011.7324720702218,0.0,445.67788464260155,418.6527782785283,169.41869499814956,95.76141150737232,20615.13283221818
Full-stack Library,QuantumPackage/qp2,0,435.8333333333333,0,184.16666666666666,179.16666666666666,30.833333333333332,41.666666666666664,14774,,0.0,194.91059203873166,0.0,82.36183717124226,80.12576919374247,13.789085861248704,18.633899812498246,0.0
Full-stack Library,XanaduAI/strawberryfields,310.5,2124,0,634.3,985.4,778.8,36,161194,,23.234672366960545,555.5091358384667,0.0,172.79528350044743,144.22842992974722,245.46967226115734,22.891046284519195,34033.80582009599
Full-stack Library,Blueqat/Blueqat,50.75,344.25,0,115.5,109.5,126.25,43.75,25208.25,,27.801753541818186,158.47929675512825,0.0,47.634021455258214,54.881690936048976,63.756862375747446,26.42796813983247,12259.052071326721
Full-stack Library,quantumlib/Cirq,129.1818181818182,3507.3636363636365,0,2284.6363636363635,909.0909090909091,346.45454545454544,96.36363636363636,146455.9090909091,,111.25304341644541,2429.9726999112663,0.0,1603.0815933823587,580.061196543552,272.56604325169394,104.47032873872303,104260.55634667892
Full-stack Library,softwareQinc/staq,0,2529.6,0,739.2,1512,278.4,0,322136,,0.0,2065.4097511147756,0.0,603.554272621775,1234.5428303627218,227.31264813027892,0.0,0.0
Quantum-Chemistry,ValeevGroup/mpqc,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quantum-Chemistry,pyscf/pyscf,178.80769230769232,4679.192307692308,0,1537.2307692307693,2194.1923076923076,927.7307692307693,198.84615384615384,2327050.0,,509.16591063838223,13175.187317364149,0.0,4318.697536096274,6187.762507371558,2628.617515520166,558.6269356685532,1376521.8017058428
Quantum-Chemistry,MolSSI-BSE/basis_set_exchange,26.818181818181817,827.6363636363636,0,568.9090909090909,157.72727272727272,102.36363636363636,25.454545454545453,34753.818181818184,,16.41406371387981,380.1084229836804,0.0,281.1975864843582,67.66775908684069,37.12209028027462,16.713433009863852,15764.3937450433
Quantum-Chemistry,MolSSI/QCElemental,20,3912,0,3184.25,529.375,198.375,20,1320737.2857142857,,15.811388300841896,3881.454817462133,0.0,3680.7448210246794,261.4076976200204,79.54391475782418,15.811388300841896,1880810.26751388
Quantum-Chemistry,MolSSI/QCEngine,38.8,1379.6,0,1014.3,259.1,109,36,82317.77777777778,,17.376996288196644,1152.373220792639,0.0,866.1608453399404,234.4762034834239,66.42740398359702,16.24807680927192,43363.17350978254
Quantum-Chemistry,MolSSI/QCFractal,200.76923076923077,2385.5384615384614,39.76923076923077,1062.4615384615386,985.3846153846154,342.9230769230769,235.30769230769232,555791.3333333334,,262.2571121998568,2560.488823984881,64.54712511759719,1216.583148088538,1059.1660390254458,305.21504689656274,313.47932936770866,854366.9829626624
Quantum-Chemistry,SebWouters/CheMPS2,0,427.5882352941176,0,35.411764705882355,284.88235294117646,107.29411764705883,0,8471.153846153846,,0.0,540.219896275748,0.0,43.87557115234669,357.56609958290824,143.7103969818887,0.0,8963.307938875056
Quantum-Chemistry,Quantum-Dynamics-Hub/libra-code,23.523809523809526,3921.2380952380954,0,311.3333333333333,2594.5238095238096,1019.3809523809524,19.523809523809526,1166471.3333333333,,67.08034915405841,10615.985425873485,0.0,840.3326061083723,7115.317558880899,2691.986989216957,56.69267110408629,448586.90663113305
Quantum-Chemistry,QMCPACK/qmcpack,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quantum-Chemistry,cp2k/cp2k,201.8181818181818,1240.909090909091,0,410.4415584415584,683.077922077922,314.4025974025974,34.8051948051948,272734.0,,767.9856723378211,3882.4208680835127,0.0,1269.180884158934,2244.25008309827,994.3798727960179,108.66498485737235,432199.86258510465
Quantum-Chemistry,votca/xtp,8.51063829787234,115.91489361702128,0,30.638297872340427,45.95744680851064,39.319148936170215,8.51063829787234,3266.25,,15.433966879423096,216.26646583847722,0.0,61.86478926088937,81.47338880176102,73.65795197151081,15.433966879423096,4704.38154144623
Quantum-Chemistry,hande-qmc/hande,28.94736842105263,1236.3684210526317,0,736.2368421052631,382.8157894736842,138.6315789473684,7.631578947368421,35420.72972972973,,51.988838563484514,1897.1497100019978,0.0,1252.6716803067989,586.46684544254,244.50061038053522,14.222704333549112,53493.488633638626
Quantum-Chemistry,tmancal74/quantarhei,160.4,10246.733333333334,0,2671.266666666667,6549.8,1094.8666666666666,91.2,1972461.75,,387.01383265545775,21622.921509258536,0.0,5543.485708068124,13960.414025379045,2316.313676704623,188.69064629705414,1602253.4705544212
Quantum-Chemistry,LCPQ/quantum_package,81,1559.6,0,417.45,938,142.65,142.5,64677.36842105263,,138.78580619069083,2612.699301488788,0.0,679.1284469818652,1621.1434236365394,228.7313435014974,224.27382816548166,104137.15190843807
Quantum-Chemistry,vonDonnerstein/QuantumLab.jl,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quantum-Chemistry,ericchansen/q2mm,31.176470588235293,3430,0,2547.0588235294117,728.5294117647059,154.41176470588235,31.176470588235293,182357.41176470587,,33.41052193214806,4878.7262561403195,0.0,3657.3077927154886,1003.1696306998521,225.36847183420716,33.41052193214806,258067.82830444328
Quantum-Chemistry,aoterodelaroza/critic2,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quantum-Chemistry,GQCG/GQCP,0,16.666666666666668,0,7.222222222222222,2.2222222222222223,7.222222222222222,0,896.3333333333334,,0.0,27.58824226207808,0.0,13.562839573037449,6.285393610547089,20.42752923427804,0.0,1046.4295909849304
Quantum-Chemistry,qcdb/qcdb,220.625,13790.625,0,10125.875,2620.625,1054.75,210,2132635.5,,140.99728499159124,8544.326523159973,0.0,6111.615834570674,1780.942232183571,728.3434543537821,135.92277219068185,393836.2600547551
Quantum Annealing,shinmorino/sqaod,100,1420.8,0,23.4,694,705.4,98,56014.75,,70.42726744663604,774.3842457075169,0.0,19.179155351578963,352.62444611796275,425.1670730430568,68.23488843692792,21957.582874430875
Quantum Annealing,dwavesystems/qbsolv,260.61538461538464,119.46153846153847,0,85.38461538461539,259.3076923076923,35.38461538461539,0,4747.384615384615,,572.4263524629896,90.35282583347725,0.0,50.152902303530304,571.8545248864751,42.327547788351126,0.0,7495.28970588515
Quantum Annealing,dwavesystems/dimod,73.84615384615384,1147.3846153846155,0,358.84615384615387,373.0769230769231,413.9230769230769,75.38461538461539,141159.84615384616,,74.88847724228766,1026.19577817682,0.0,296.80344341612454,335.7685699174042,414.75116943099596,75.6119022595888,195909.47394684664
Quantum Annealing,dwavesystems/dwave-system,54.666666666666664,887.5333333333333,0,230.6,277,394.26666666666665,40.333333333333336,54369.26666666667,,75.99268970689803,1032.1462988463516,0.0,256.37415366348193,313.5697689510263,495.9204864581508,49.68120592560351,66378.39908028983
Quantum Annealing,dwavesystems/dwavebinarycsp,52.22222222222222,179.11111111111111,0,59.333333333333336,90.55555555555556,35,46.44444444444444,2081.25,,21.48786622868191,92.09589741670176,0.0,31.752515210959622,49.353849587806245,16.32993161855452,16.990919869880244,640.1022867479853
Quantum Annealing,dwavesystems/penaltymodel,176.36363636363637,333.27272727272725,0,111,196.36363636363637,36.81818181818182,165.45454545454547,5670.5,,72.89752798810711,132.501177290887,0.0,51.677320504699686,79.40376992111867,14.28169955393126,65.13812406426493,954.692751622217
