category,project,BUGS,SMELLS,VULNERABILITY,CRITICAL,MAJOR,MINOR,BLOCKER,NCLOC,,BUGS_std,SMELLS_std,VULNERABILITY_std,CRITICAL_std,MAJOR_std,MINOR_std,BLOCKER_std,NCLOC_std
Cryptography,theQRL/QRL,446.7142857142857,4691.714285714285,0,1328.857142857143,2524.785714285714,1185.9285714285713,98.85714285714286,750482.4615384615,,409.9779486354686,5094.915777077203,0.0,1300.8046881583314,2978.7374885192894,1174.182601051576,99.54385762987455,639007.9249163822
Cryptography,exaexa/codecrypt,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cryptography,mupq/pqm4,0,37.77777777777778,0,10.222222222222221,25.555555555555557,2,0,657.3333333333334,,0.0,53.42653892709498,0.0,15.353448963074337,36.54863156310784,2.8284271247461903,0.0,34.883934538536344
Cryptography,supernomad/quantum,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Web-Extension,Aris-t2/CustomCSSforFx,4401.75,185.25,0,4348.75,89.08333333333333,108.5,40.666666666666664,170550.5,,3728.8955720829726,149.12753211038307,0.0,3691.4609376460517,76.63599930116975,85.42101614942308,32.66071374330669,110324.06275355346
Web-Extension,catho/quantum,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Web-Extension,quantacms/quanta,1406.8,4180.35,0,63.7,5444.15,55,24.3,52994404.0,,4080.0507668410214,11722.413933465241,0.0,206.07209903332372,15418.684672419367,153.2517536604394,67.19605643190678,32463184.55965662
Web-Extension,firebug/websocket-monitor,1871.8333333333333,2394.3333333333335,0,10.833333333333334,4117.666666666667,137.66666666666666,0,5876620,,837.2304375472474,1086.9338628556118,0.0,6.0667582410671,1851.5297879201287,65.38008531315599,0.0,110156.08405530763
Web-Extension,dauphine-dev/drop-feeds,2612.222222222222,252.11111111111111,2.888888888888889,1.1111111111111112,1996.5555555555557,862.7777777777778,6.777777777777778,78055.5,,1622.4273158023839,99.57068337444672,1.594744454934147,2.078698548207745,1174.464238243796,532.7548483074197,3.6447154370792725,34113.23931042023
Web-Extension,Quantum-Manager/quantummanager,111,3409.8333333333335,2,980.6666666666666,2352.1666666666665,163.66666666666666,26.333333333333332,119673.2,,67.09197666884866,1911.7896865386515,1.1547005383792515,545.4477263883517,1346.2596847892642,96.57754512422763,13.936363306911247,58652.650662693835
Web-Extension,foxyproxy/firefox-extension,128.25,221,12.75,0,217.75,127.5,16.75,46113,,74.2104271649207,127.59702190882042,7.495832175282475,0.0,125.72862641419415,73.65629640431291,10.685855136581255,2760.6609112070732
Web-Extension,Izheil/Quantum-Nox-Firefox-Dark-Full-Theme,5656.916666666667,1025.5,0,6128.416666666667,332.5,221,0.5,676486.7142857143,,7353.14662189294,1898.0167061084226,0.0,8153.9284443996,601.6810478429027,412.26751024062037,1.6583123951777,676847.4973773032
Web-Extension,spikespaz/firefox-nativedark,4.166666666666667,0,0,0,0,4.166666666666667,0,504,,1.8633899812498245,0.0,0.0,0.0,0.0,1.8633899812498245,0.0,0.0
Compiler,microsoft/qsharp-compiler,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compiler,QE-Lab/OpenQL,1704.6666666666667,7902.6,0,267.46666666666664,8992.666666666666,334.06666666666666,13.066666666666666,23643028.6,,3289.283177566539,15273.47580087781,0.0,514.4090287785478,17393.481609180173,643.2614260331659,25.191180114388363,18046992.922347486
Compiler,Quantomatic/pyzx,78.44444444444444,3224.5555555555557,0,2275.3333333333335,848.8888888888889,122,56.77777777777778,78761.0,,30.930427705169084,1481.9953599500843,0.0,1019.3216698700496,428.2248745809572,65.2771867585538,26.220338915420335,37663.38036106454
Fun/ Game,Quantum-Game/quantum-game-2,31,37.75,10,3.25,44.75,20.75,10,1,,18.3166590840142,21.890351755967743,5.830951894845301,4.493050188902857,25.8879798362097,12.07010770457331,5.830951894845301,0.0
Fun/ Game,HuangJunye/QPong,20354.4,5007.4,0,150.4,25177,18.4,16,238690544.8,,40668.80540955193,9514.433195939735,0.0,117.16927925015159,50249.002537363864,17.951044537853498,22.44994432064365,477374817.6006107
Fun/ Game,decodoku/A_Game_to_Benchmark_Quantum_Computers,0,842.75,0,500,231.25,111.5,0,74707.33333333333,,0.0,597.6074694144978,0.0,312.14820198104616,183.72448802486838,122.33253859869009,0.0,59401.926143480865
Fun/ Game,JavaFXpert/quantum-toy-piano-ibmq,479.25,7343.25,4.5,443.25,5409.5,1913.25,61,20154463.5,,10.825317547305483,65.55675022451922,2.598076211353316,31.67313530422904,31.7214438511238,3.031088913245535,8.660254037844387,3643.456497613221
Simulator,arguelles/nuSQuIDS,7.380952380952381,317.76190476190476,0,77.80952380952381,203.57142857142858,36.38095238095238,7.380952380952381,9128.6,,10.759165264471433,459.31563012003227,0.0,124.66359267191237,286.5648055067161,51.7378706194585,10.759165264471433,12563.323658172625
Simulator,softwareQinc/qpp,829.9047619047619,3411.1428571428573,0,0.09523809523809523,3571.5238095238096,669.4285714285714,0,14106418,,2557.938267708174,10513.848397349517,0.0,0.2935435239509036,11008.175691682836,2063.317429850902,0.0,0.0
Simulator,QuantumBFS/YaoBlocks.jl,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simulator,issp-center-dev/HPhi,5.526315789473684,335.94736842105266,0,107.3157894736842,174.73684210526315,59.421052631578945,0,15034.92857142857,,9.582706029491119,584.625608824207,0.0,184.3877643593234,336.19572026852126,117.48787878777053,0.0,22196.029414753717
Simulator,SoftwareQuTech/SimulaQron,241.0909090909091,3383.818181818182,0,305.09090909090907,1713.090909090909,1597.8181818181818,8.909090909090908,1467368.7142857143,,303.65125167637314,2939.537867766472,0.0,308.4846996487109,1640.8257042524465,1437.0960503220513,10.799449021758182,780814.7709764853
Simulator,QuantumBFS/Yao.jl,0,71,0,8.333333333333334,35,27.666666666666668,0,1470.5,,0.0,84.01190391843289,0.0,11.785113019775793,49.49747468305833,24.225789747475496,0.0,1245.5
Simulator,Strilanc/Quirk,109.4375,517.3125,0,10,302,277.5,37.25,109396.93333333333,,120.08380862443529,427.5775834205414,0.0,28.939592256975562,348.90596870790273,214.02715949150004,45.807341114716536,200405.71483616822
Simulator,Qiskit/qiskit-aer,10,1736,0,900.7777777777778,702.7777777777778,79.11111111111111,63.333333333333336,91207.375,,8.16496580927726,1176.4550329036995,0.0,567.1046890963447,537.7479330561605,84.97116431726765,64.46359868604571,42710.574322811146
Simulator,qutip/qutip,647.2162162162163,2933.6486486486488,0,848.7027027027027,1390.4594594594594,705.4864864864865,636.2162162162163,629890.1111111111,,2076.113535602041,9233.78937825407,0.0,2650.8113685463013,4424.070686318841,2197.7767589657087,2043.3152067979206,803754.1804434495
Simulator,QuEST-Kit/QuEST,813.2307692307693,3487.5384615384614,0,0.07692307692307693,3884.769230769231,415.9230769230769,0,11044690,,2034.088991088797,10419.8274946254,0.0,0.26646935501059654,11166.455357652127,1204.2402304126772,0.0,4213249.0
Simulator,vm6502q/qrack,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simulator,qulacs/qulacs,11.428571428571429,71.71428571428571,0,8.857142857142858,32.857142857142854,41.42857142857143,0,2698.1666666666665,,9.89743318610787,34.746898261219094,0.0,6.127888739864918,16.00382607314863,22.154374884672603,0.0,991.4720397245478
Simulator,quantumlib/OpenFermion-Cirq,2.4444444444444446,515.6666666666666,0,198.77777777777777,315.3333333333333,2.888888888888889,1.1111111111111112,8059,,3.4995590551163605,264.8018126826174,0.0,91.04062314004882,174.6609413819943,4.817662975261955,3.1426968052735447,3207.78151531553
Simulator,microsoft/qmt,148.66666666666666,2189.1666666666665,0,208.5,1244.1666666666667,860.5,24.666666666666668,508744.4,,189.7811605215041,1095.7437986236664,0.0,96.55179956893605,846.7359715729311,451.77381877808426,21.684607956387456,385798.17072329414
Simulator,Approximates/dotBloch,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simulator,Qiskit/qiskit-jku-provider,0,116.25,0,75,41.25,0,0,1644.6666666666667,,0.0,67.16165200469685,0.0,43.37049688440288,23.81569860407206,0.0,0.0,127.42143548956832
Simulator,ngnrsaa/qflex,0,108.33333333333333,0,36.333333333333336,57.5,14.5,0,3679,,0.0,108.41689085295806,0.0,36.353205574688396,57.5,15.337861650177967,0.0,510.84505152410617
Simulator,aparent/QCViewer,0,10,0,0,10,0,0,56,,0.0,7.0710678118654755,0.0,0.0,7.0710678118654755,0.0,0.0,0.0
Simulator,rigetti/qvm,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simulator,marvel-nccr/quantum-mobile,1,8.2,0,5.4,0,2.8,1,81.88888888888889,,3.0,6.161168720299744,0.0,1.8,0.0,5.6,3.0,76.53241062806796
Experimentation,BBN-Q/QGL,644.0714285714286,2589.535714285714,0,520.6785714285714,1013.7142857142857,1066,633.2142857142857,404471.64285714284,,1690.1438850112188,6062.281339103192,0.0,1209.5988134670174,2328.3876680340536,2556.5939115493934,1664.8102714111055,618629.6402769831
Experimentation,m-labs/artiq,670.5384615384615,5759.307692307692,0,1712.0384615384614,3475.8076923076924,717.0769230769231,524.9230769230769,1446618.0,,1705.9128670770883,14625.53028826708,0.0,4333.351735983531,8876.762988574465,1836.2447449383235,1338.4051049110922,2004092.9232984183
Experimentation,sedabull/quantum-shell,0,0.3333333333333333,0,0,0.3333333333333333,0,0,3,,0.0,0.4714045207910317,0.0,0.0,0.4714045207910317,0.0,0.0,0.0
Experimentation,iitis/QuantumInformation.jl,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Experimentation,qutech/qupulse,562.8095238095239,2286.8571428571427,0,1063.3809523809523,914,332.76190476190476,539.5238095238095,125106.35,,780.1041211974829,3436.6677421694444,0.0,1617.6926388912393,1328.2606958690287,525.1096851191147,749.4271856397817,199534.5983042227
Experimentation,lneuhaus/pyrpl,2793.4166666666665,2778.3333333333335,0,896.0833333333334,3841.3333333333335,489.25,345.0833333333333,2450312.272727273,,6144.576666437015,1788.5149954330514,0.0,508.43673128740636,6672.397836526903,291.4855985579162,233.51747198490787,1548319.490899442
Experimentation,BBN-Q/Qlab,1189.6296296296296,676.8518518518518,0,23.814814814814813,882.5925925925926,496,464.0740740740741,50000.846153846156,,2078.157092200401,851.1691177087049,0.0,29.689800015589636,1671.6837654882527,659.1876594493941,937.1835634229127,66176.14488486381
Experimentation,BBN-Q/PyQLab,404.8,2777.45,0,328.75,985.55,1468.95,399,207439.26666666666,,822.1187627101085,5236.718585860806,0.0,598.8861223137501,1957.36257435867,2698.42597591633,810.1228301930516,326326.07799203275
Experimentation,zlatko-minev/pyEPR,40.44444444444444,1112.2222222222222,0,205.55555555555554,536.5555555555555,401.6666666666667,8.88888888888889,195931,,15.8472648261186,504.9294291235774,0.0,99.93121090820549,223.4378417721637,195.49254035214062,7.370277311900889,52504.08210320413
