category,project,InducingDate,BugFixing,FixingDates,InducingMessage
Quantum Annealing,shinmorino/sqaod,8bfa760d7029e3fb12c94a661af99551a562b545,2018-01-22T03:24:03Z,9c098380e12361f8999cc0a22ad10443ea3faf59/89a81c98216b84b2692372b278054f8b92eb733a/,2018-03-11 19:42:50+09:00/2018-01-31 19:36:59+09:00/,"Enabling CUDA path specification, disabling secure format warning."
Quantum Annealing,shinmorino/sqaod,aecd97550b11fa191cbcc8d375c3382796363290,2018-05-19T09:00:56Z,6a122153a7a2311066aab7bfa771354d51c8dc05/,2018-06-02 18:30:21+09:00/,"Adding Dot_SIMD, and applied to CPUDenseGraphAnnealer.cpp (#42)"
Quantum Annealing,shinmorino/sqaod,f5d007c7f96782e12d14b0823e0905217364c252,2018-02-23T14:15:21Z,5b7123a56971403654267e7c0ccaf83e4908020c/,2018-11-03 17:38:48+09:00/,adding .vs
Quantum Annealing,shinmorino/sqaod,179b875df334995a2843af4ae3e6ddbe8649d289,2018-02-08T09:50:29Z,51dea40827b22d29c3a44806f09f25270dfd2ca6/1b183cce5d3021515a381176a2b282250ecf0ddf/6715d1de8554d8b3a50715b920c3f34204280448/,2018-02-18 20:04:14+09:00/2018-02-25 22:44:31+09:00/2018-03-13 08:58:53+09:00/,Consolidate OpenMP pragmas.
Quantum Annealing,shinmorino/sqaod,907f4e77a784e8a66a88becb350bed0b3bc61431,2018-09-08T05:01:49Z,c0fb1835741eaedfb6dd79a22f1992331423d358/3bfbd8038a295b785a2c0895a0c7a4d8f2a0997f/,2018-09-16 13:24:48+09:00/2018-09-16 03:36:40+09:00/,added notes for binary packages.
Quantum Annealing,shinmorino/sqaod,ff19d5ed1f360f60a872163d8f64538afc42edc9,2018-02-10T21:34:45Z,79ccc1e76ceb18f1fa19f85bfbdfbe966604f9bc/,2018-03-10 10:30:42+09:00/,trivial
Quantum Annealing,shinmorino/sqaod,d6f6fdc7aa1e4965fd2d6d63e66e5114917fdad8,2018-03-12T23:43:12Z,b4bf9434fa3bb260b2e52342cbb91547f31b35b1/6715d1de8554d8b3a50715b920c3f34204280448/ca08b375b10f18ec21e485d065a05f4a9bc9e4d3/,2018-11-10 17:24:55+09:00/2018-03-13 08:58:53+09:00/2018-03-13 19:45:29+09:00/,transpose energy matrix for better memory layout.
Quantum Annealing,shinmorino/sqaod,5537328ff78e3902c5165877f97e25cfeff9a356,2018-03-07T12:57:38Z,9cadfd7f754268ed33f5ac680f0912dd39635b97/275635884fe6dcdd0f3bfe46e48377c0f980cbb4/6715d1de8554d8b3a50715b920c3f34204280448/ca08b375b10f18ec21e485d065a05f4a9bc9e4d3/3c12052e835992a26f13cff91162e2e5d6beeaea/ed361f2f2db33cc6bfd359ca7273205adcedb4c1/4f6f1ba1751f9b2a5ffed43faac6d6e3174f115c/,2018-10-21 22:51:25+09:00/2018-03-17 12:48:24+09:00/2018-03-13 08:58:53+09:00/2018-03-13 19:45:29+09:00/2018-04-30 11:18:18+09:00/2018-05-31 20:24:35+09:00/2018-03-23 10:21:27+09:00/,using char(bit) during annealing for CUDADenseGraphAnnealer.
Quantum Annealing,shinmorino/sqaod,732b1ef0c5102eea8b07173c952f3a7ac746c6bb,2018-01-07T02:33:44Z,24d9c9343e1e5177bf7a10a49aa2b384fddf3ff7/4ca941c75928b122ac2399dffe8bcdc72418338b/500f95cbdb4ee8a25ce05fd45e721b5dd63fe1fd/29564d385f23153d53b608b9cac08e1cdd8ed73b/7a8a580698233d1f5a6bd6b5db6e86e669cdd85e/1fb06e84de3f0ba2faf04ad5dee9a4d5e53f2227/3574cd0842eee41d407cd6412328963d73e80194/b064bec988691c6572c3d31dcb327ccf5752b59e/3345e65977fb0c0f5eb7be1f6317a76169fa7ae0/3c12052e835992a26f13cff91162e2e5d6beeaea/84c15b84a86b77861e75fe35b7104e2532f8707d/cb09b5a4ba6a113cd759b2dbc927d3c9a389ce38/bda378fb0a93100b3fb832c030b5c2c20c0b97b6/bb6f288650409dcc213c77a866a5736442183965/6f94114236ecc1149f3c6ddb56bdc0033836891c/f2e5f1a11bde504fd83e606648b6570c0b8c6817/7653e81bc6ed282c94d1fa2db0f6a56e8f67e361/780011b2e87ac902dc7eadad3443fe5414559c6c/0cd4c51728944e07e7c0f5f889963aed79e574cc/79b18a8ca2148615d8f0d0d55a54cd1e792bf2aa/5690342c6c8dcf1bdfda65e3192ad0a6b7f4088e/f31fa179699e4c0f752e95e90446050bf703f7b9/2d7fcb3fb2977194f4c6d3a7b1e082d4e25de4b7/51dea40827b22d29c3a44806f09f25270dfd2ca6/741813d905c794d0cd3242a888dd81a52617b312/15a7d5e53bbaa04bd11cf29670d5b95078abf8c4/9734a1d8700643497ae2bb5be1b309053f2b9b2a/087aec9ae215d8ea29bc0df14e5ab060e7d848b5/0ee1dce47b8f12b92cbaaa28f4ce465a03458a22/2c4c32201d34ead3911d7f9776ba8fbd51e46058/fe4debd1053e8a0a692da58f953ec5a70e6427f1/c0971999241b54b040dcef4b86a7d1167b2fac88/b4978818420de256b6d108cff47a323998340622/e663ae995e4250835da2a7b7de8b7c9102781c87/ef0c5f8340f4b08275ae3bba4f2c9df9efc55fdb/cbc54654b56bd4bb16ed461574585ac0e838c1c9/e57d984ba4e80fddf4bf67955eea474706560819/83e2aea27abb3a6b1508d7a3004c70b60b7688fd/0fe5a6b84cbb80c03f8f9a393cdfca243d5bc2f6/f7090c571063282059d57837af6c9a118c56c5e4/4fc53766d861cb125905881e754338457cbeff7d/f39f48a4fbccf92936bcccdcdbd5bf0fcc1cdc54/a839927275cab353372644f8853bc82ce3f29a1f/582ef04e293d5127f156b3bbb318e55a8d66319c/2022287296bd070eca22241d0f1783a47a372108/243ab7a9c41d3af7bca8fb8b6412d0d4d5538415/3d812e1bf78dcb857e85787fc3f91333545d442a/78c35512e69357f02b8624d69c73362a0e5c2c0c/9beaf04a2e353ae9043fad35f8ff08237961e3c3/a5a41d06a66d8e7cbba4ed862da8391bc36dfb96/208120cd79b35aec45ead9da55a9080f8d1f3705/5ce8a66a3eac8c383653052e01cf9936395017bf/90c422cc0071d695b68b19ba77118e75eb095415/4700a71abd6c17345894ed3dd0cf728450fc8593/7d8af4caee952ad0ca44b318d251df51b75140b4/ed69d4ee86b072b3e81d8db45c891033bacb97a2/3a92f8dbfe3d13d13b7af43fddca2a2db8ecd6f6/195f6add108187c91b44ce52a2ededce543d0a59/504714997f97f5ea0c7e52b98952cd2497a1a1f7/fc5ebb63e7aa3b140ed3f5c631b309812c877a20/,2018-01-08 17:55:53+09:00/2018-01-30 13:55:31+09:00/2018-06-24 17:21:54+09:00/2018-01-31 12:53:29+09:00/2018-02-12 23:11:09+09:00/2018-01-07 13:14:08+09:00/2018-02-04 00:35:14+09:00/2018-01-14 16:14:52+09:00/2018-03-11 16:07:01+09:00/2018-04-30 11:18:18+09:00/2018-01-07 13:01:20+09:00/2018-03-11 11:00:21+09:00/2018-02-14 19:42:41+09:00/2018-02-12 15:59:37+09:00/2018-01-20 22:28:34+09:00/2018-02-08 18:14:54+09:00/2018-02-12 16:02:12+09:00/2018-01-28 23:34:20+09:00/2018-06-02 10:14:49+09:00/2018-01-07 16:17:55+09:00/2018-01-28 19:36:27+09:00/2018-01-17 19:38:09+09:00/2018-03-10 11:20:18+09:00/2018-02-18 20:04:14+09:00/2018-01-20 22:16:05+09:00/2018-02-25 17:54:40+09:00/2018-01-17 19:45:25+09:00/2018-03-11 11:52:31+09:00/2018-03-11 08:54:21+09:00/2018-02-04 18:25:12+09:00/2018-01-22 21:51:34+09:00/2018-01-30 14:38:15+09:00/2018-01-28 17:44:48+09:00/2018-03-10 08:46:18+09:00/2018-01-18 01:15:50+09:00/2018-01-09 20:42:09+09:00/2018-01-07 16:17:35+09:00/2018-01-08 11:19:38+09:00/2018-05-06 19:05:18+09:00/2018-06-19 18:10:37+09:00/2018-01-10 01:53:47+09:00/2018-01-30 14:08:33+09:00/2018-01-07 20:56:40+09:00/2018-02-11 10:47:22+09:00/2018-01-28 17:47:51+09:00/2018-02-11 10:48:37+09:00/2018-01-31 12:53:29+09:00/2018-01-07 17:23:02+09:00/2018-01-07 21:16:52+09:00/2018-01-30 13:47:41+09:00/2018-03-18 23:00:31+09:00/2018-04-15 11:56:21+09:00/2018-02-04 18:29:18+09:00/2018-02-12 16:02:36+09:00/2018-02-01 17:48:02+09:00/2018-03-05 22:24:25+09:00/2018-01-28 17:52:31+09:00/2018-01-30 14:21:37+09:00/2018-01-13 18:14:30+09:00/2018-01-13 18:09:55+09:00/,"under deveopment, saving current files."
Quantum Annealing,shinmorino/sqaod,928cb12ca0b60e63cf52e073c40ff64ce4ea10d0,2018-02-14T11:02:54Z,51dea40827b22d29c3a44806f09f25270dfd2ca6/,2018-02-18 20:04:14+09:00/,"Using the same prototype for getProblemSize().
Adding getNumTrotters()."
Quantum Annealing,shinmorino/sqaod,fc1dbd9e060bcfeb189390db2ce579e3ed707219,2017-11-27T13:09:48Z,76241c52270219de115e238140f69ac009d4fb2b/,2017-12-17 01:38:11+09:00/,fix for testmain.
Quantum Annealing,shinmorino/sqaod,a1318c77131a7bfe6c45e92eda1dff30c5aabf3d,2018-02-08T09:10:27Z,0ee1dce47b8f12b92cbaaa28f4ce465a03458a22/,2018-03-11 08:54:21+09:00/,fix: lack of initializers
Quantum Annealing,shinmorino/sqaod,5552811715af5bb4f958175f208e140fd36a0cd0,2018-03-18T10:05:30Z,b0fb6e76b40c99d0eab734bb6af156dc14c09a5e/3fddf24b6b4ea966662ef5b15493323d9798928c/dd7c6b41f3e76fb624c3505491d4e7ce32d3d254/,2018-07-01 11:29:53+09:00/2018-06-03 16:55:43+09:00/2018-03-18 19:15:59+09:00/,Range coverage tests in brute force searchers were updated.
Quantum Annealing,shinmorino/sqaod,0fe5a6b84cbb80c03f8f9a393cdfca243d5bc2f6,2018-05-06T10:05:18Z,d63fe92c66541bfcec6c7d8f5d4bbd3cb1dd78c5/28e74ee068724e727630d0e37f1d26535c61b0fa/2cf3fa88510b55b5a83f3f1d7fed45065619954e/,2018-05-06 23:23:07+09:00/2018-05-06 19:19:44+09:00/2018-10-25 18:40:48+09:00/,"Introducing interface classes for CUDA solvers.
All CUDA solver classes are updated to use interfaces declared in api.h."
Quantum Annealing,shinmorino/sqaod,ac72642b974d44d6fe8a41a44c0129c2dabaa99d,2018-03-08T22:10:01Z,2c855503e4633cc8016929a8c8917f4190d9947a/3fddf24b6b4ea966662ef5b15493323d9798928c/61d2293ae51b170fcb8f789c5d0a7351ea2a9810/087aec9ae215d8ea29bc0df14e5ab060e7d848b5/5f26ed4b62d5950d77d915a8778fb14a5f725ff2/,2018-03-10 12:32:37+09:00/2018-06-03 16:55:43+09:00/2018-06-03 18:52:21+09:00/2018-03-11 11:52:31+09:00/2018-03-09 07:29:22+09:00/,"searchRange interface changed, not to depends on tile size."
Quantum Annealing,shinmorino/sqaod,79ccc1e76ceb18f1fa19f85bfbdfbe966604f9bc,2018-03-10T01:30:42Z,087aec9ae215d8ea29bc0df14e5ab060e7d848b5/e6711ee13c6b7011d758136e978ef9c9d68f499b/,2018-03-11 11:52:31+09:00/2018-04-20 05:02:37+09:00/,calculate_E() and makeSolution() are called before retrieving results.
Quantum Annealing,shinmorino/sqaod,80d7977f520a0c3b54de20c49e606a9868875cba,2018-07-22T02:03:45Z,348772bc12998a7ebf81fccd664368d5aec229dd/3bc077be884766e6fc581d4a7539efe3b191f0b1/4a1cdae14c068f4b6f0c2a4288002fa8530465cb/,2018-11-08 19:14:33+09:00/2018-11-02 21:36:08+09:00/2018-11-03 16:42:09+09:00/,Updating version checkers.
Quantum Annealing,shinmorino/sqaod,8965a74e6e3ef5dd1d4750c8ccead89afda94a0f,2018-01-28T08:50:18Z,4ca941c75928b122ac2399dffe8bcdc72418338b/3c12052e835992a26f13cff91162e2e5d6beeaea/15a7d5e53bbaa04bd11cf29670d5b95078abf8c4/,2018-01-30 13:55:31+09:00/2018-04-30 11:18:18+09:00/2018-02-25 17:54:40+09:00/,allocator for pinned memory.
Quantum Annealing,shinmorino/sqaod,d51cd4dabac8d293ee4fddd5fb17ca6335d85d77,2018-02-23T00:10:14Z,2c855503e4633cc8016929a8c8917f4190d9947a/ac72642b974d44d6fe8a41a44c0129c2dabaa99d/4e5be66863cf50305026571a56c3947031452dba/849fc75f8f1feeba24a2cd0c7a0f365d49c39a3b/682b337dc1a3f9ca482609bb6adbadb3995c546b/e663ae995e4250835da2a7b7de8b7c9102781c87/bdfd358fe2817c0be80bc970cc0ee52da1bc665a/15a7d5e53bbaa04bd11cf29670d5b95078abf8c4/3345e65977fb0c0f5eb7be1f6317a76169fa7ae0/3c12052e835992a26f13cff91162e2e5d6beeaea/94e67b0397ad19c30f9ba5fbcd370dcaff3ad523/087aec9ae215d8ea29bc0df14e5ab060e7d848b5/0ee1dce47b8f12b92cbaaa28f4ce465a03458a22/,2018-03-10 12:32:37+09:00/2018-03-09 07:10:01+09:00/2018-02-23 23:13:32+09:00/2018-02-23 23:11:34+09:00/2018-02-23 09:33:08+09:00/2018-03-10 08:46:18+09:00/2018-03-08 08:08:58+09:00/2018-02-25 17:54:40+09:00/2018-03-11 16:07:01+09:00/2018-04-30 11:18:18+09:00/2018-06-24 15:28:43+09:00/2018-03-11 11:52:31+09:00/2018-03-11 08:54:21+09:00/,CPUDenseGraphBFSearcher is parallelized by OpenMP.
Quantum Annealing,shinmorino/sqaod,e874ed2b7ad441a958c87b003dc468633d335f8f,2018-02-02T03:36:09Z,cc2a855f0ae99c695376273974cc8210d98b10a8/a3f3394c71ae08e40775b4f2d9b0bd7d6311fef7/30364681f071a84110e1dd34e670fa63caf17517/,2018-03-18 14:00:45+09:00/2018-02-04 18:28:26+09:00/2018-02-23 23:14:52+09:00/,EigenBridge and some operators in MatrixType<> are applied.
Quantum Annealing,shinmorino/sqaod,9b4e04ddc9beeb11f73d0b473e9bf181857368c0,2018-02-23T00:33:36Z,6715d1de8554d8b3a50715b920c3f34204280448/bdfd358fe2817c0be80bc970cc0ee52da1bc665a/15a7d5e53bbaa04bd11cf29670d5b95078abf8c4/d6f6fdc7aa1e4965fd2d6d63e66e5114917fdad8/0bacf1ee3aa337a1c3f1d302dfdb8d3abb9263fb/,2018-03-13 08:58:53+09:00/2018-03-08 08:08:58+09:00/2018-02-25 17:54:40+09:00/2018-03-13 08:43:12+09:00/2018-03-11 19:39:10+09:00/,Parallelizing energy calculation.
Quantum Annealing,shinmorino/sqaod,c29893c67f45e8e593fa97c495d7f581d3a26988,2018-01-04T04:26:15Z,8728a10499e3f6df218e44467f382356c9e98dcd/,2018-02-25 20:09:02+09:00/,version 0.0.dev0
Quantum Annealing,shinmorino/sqaod,5d64c3cd95131d42406fccee0b453e424a838ef8,2018-01-30T04:43:59Z,087aec9ae215d8ea29bc0df14e5ab060e7d848b5/,2018-03-11 11:52:31+09:00/,"Update Matrix, Array typedef dependency, not to include eigen in nvcc."
Quantum Annealing,shinmorino/sqaod,da5b4e2cc52a9c8cb2545a4bdfd30c35b7b2b24a,2018-04-16T11:53:44Z,8344fd58fdc95fc3f3f82cfe1a85b8eface50778/,2018-04-21 18:59:11+09:00/,Adding set_hamiltonian() for python solvers.
Quantum Annealing,shinmorino/sqaod,c8831bf2871d89f2fa482164ad481b24e37a59ef,2018-01-30T05:09:41Z,60e6023df9866c0e10d21907e7c0426cace28439/f2c3e5827d9ece292f82407da2fdecfc07cc42af/f0a30d416d3f9b2ccc84794b204ea1328f8ef703/6b56948119878704523bec51c1c7d4847eaa3040/1b183cce5d3021515a381176a2b282250ecf0ddf/49b183df340344306428fdf68627ce22bcde9d12/,2018-02-25 22:46:27+09:00/2018-02-14 19:38:22+09:00/2018-02-02 14:45:46+09:00/2018-02-04 18:30:04+09:00/2018-02-25 22:44:31+09:00/2018-01-31 12:48:51+09:00/,VS project updated.
Quantum Annealing,shinmorino/sqaod,2dc121895c0ff0c501752a7dff5c3ee1441f0eb9,2018-02-07T15:18:02Z,d49a2d75500f6c5d596b87a8546a6d744fcb4928/,2018-02-08 18:24:54+09:00/,Merge branch 'master' of https://github.com/shinmorino/sqaod
Quantum Annealing,shinmorino/sqaod,bbd6945aef7a8ec6cade1c7130b2d865b43ad71c,2018-03-11T10:38:21Z,77d3dabf5081312b56df3c190c194527b1a4dc76/,2018-04-21 13:51:27+09:00/,Method name update : calculate_hJc() -> calculateHamiltonian().
Quantum Annealing,shinmorino/sqaod,ed361f2f2db33cc6bfd359ca7273205adcedb4c1,2018-05-31T11:24:35Z,eb8490e391680785b47c37384bc5d67cd439b692/c3e5b9b550e1b8f4c43c2bbb0e06b1e28569d33f/65ab3213b1ee8d3693dc31f246f125f2ad490ba4/da611b6149c9f8fd8739c38e694373836bf70b84/,2018-06-02 12:45:57+09:00/2018-06-02 10:13:30+09:00/2018-06-03 16:55:09+09:00/2018-06-02 12:54:25+09:00/,"DeviceSegmentedSum is refactored.
The initial implementation of 4-vectorized version introduced."
Quantum Annealing,shinmorino/sqaod,4e5be66863cf50305026571a56c3947031452dba,2018-02-23T14:13:32Z,087aec9ae215d8ea29bc0df14e5ab060e7d848b5/15a7d5e53bbaa04bd11cf29670d5b95078abf8c4/,2018-03-11 11:52:31+09:00/2018-02-25 17:54:40+09:00/,Using CPUFormulas in CPU brute-force searchers.
Quantum Annealing,shinmorino/sqaod,c35ccdcee4823a1173131dbae5ed321f138c4410,2018-11-03T08:59:55Z,9229c9483695c040dd8c9eac4e33f14385b38e22/70b48d09c1011f792406624c1c542d55b398c0d7/,2018-11-11 15:35:33+09:00/2018-11-04 11:30:59+09:00/,Updating README for 1.0.1.
Quantum Annealing,shinmorino/sqaod,3a38a80dc50ade5bea00937c2acebc265e7c9f23,2018-02-02T03:07:37Z,43b0c7db3266adc616433eebfcf688bfb6392ed3/a9d6ee8c57a77e71390376fbd1d7d54b299d7a2b/3c12052e835992a26f13cff91162e2e5d6beeaea/6c15af8ea4afd99a80d65a0c973e40a8f741cf92/20a761956bcdb0c8a8a3a35928a788cb23c8371b/4f6f1ba1751f9b2a5ffed43faac6d6e3174f115c/087aec9ae215d8ea29bc0df14e5ab060e7d848b5/0ee1dce47b8f12b92cbaaa28f4ce465a03458a22/,2018-02-25 22:45:12+09:00/2018-02-02 14:43:49+09:00/2018-04-30 11:18:18+09:00/2018-02-23 09:13:46+09:00/2018-05-03 14:13:11+09:00/2018-03-23 10:21:27+09:00/2018-03-11 11:52:31+09:00/2018-03-11 08:54:21+09:00/,"tests updated, adding some operators to MatrixType/VectorType."
Quantum Annealing,shinmorino/sqaod,608d28386c6cec54be329bfc286367328a8654f2,2018-03-03T06:06:08Z,bb19e662753f2ba151cf28e57313a3b86e16f58f/9194be2c1c6c5e69d550c85ec3c3a6a8e35533ff/,2018-07-22 22:05:31+09:00/2018-04-01 11:40:44+09:00/,using c-extensions as data files.
Quantum Annealing,shinmorino/sqaod,d6075b309fd8ee49102123020157be6821b8852b,2018-04-01T08:47:18Z,f3d3621435f73642b2c3451f951ec5ae24d6024b/bb19e662753f2ba151cf28e57313a3b86e16f58f/,2018-07-22 18:53:20+09:00/2018-07-22 22:05:31+09:00/,python build scripts are updated to use manylinux wheel.
Quantum Annealing,shinmorino/sqaod,e22e526bff8141edce37b26ebe1498cb80844a43,2018-03-04T01:45:38Z,e473f87b6bc569b8b2c52f27afa49eb525efe9fd/3bb666dc8796ff412258bd1587a52caca1d819fd/,2018-03-14 21:49:43+09:00/2018-03-10 08:49:38+09:00/,"""seed"" is not registered as a function in this extension."
Quantum Annealing,shinmorino/sqaod,c0fb1835741eaedfb6dd79a22f1992331423d358,2018-09-16T04:24:48Z,9229c9483695c040dd8c9eac4e33f14385b38e22/2cd0da8e5cd4fc3a72698987d45019e3cca63315/e8bca9ed72a624bffe926de7b86c3396bed3cf67/6ffb49fca2990decd907e3c445dcd7e8e47b7be6/8acbd6a6685fdbf0363c850ae6478cf1f76d4815/66a56d6645b29e83b38456ac6a1148484387478d/86ac54ef95a2270428090a10a94cc70fce993452/4f29300b77011d0874aa83ab2391aa82c175418f/,2018-11-11 15:35:33+09:00/2018-10-27 00:01:03+09:00/2018-10-29 09:20:48+09:00/2018-09-17 12:13:57+09:00/2018-10-26 23:59:05+09:00/2018-09-26 09:51:45+09:00/2018-09-16 17:19:14+09:00/2018-09-16 14:28:43+09:00/,Updating for 0.3.1.
Quantum Annealing,shinmorino/sqaod,242484c2f1168b8b0a67bde4effa83e1765217bd,2018-07-22T02:06:17Z,b5bafeaa05909f424f977355c3ba29213823a323/,2018-09-15 23:58:47+09:00/,Adding 'installation' section.
Quantum Annealing,shinmorino/sqaod,f7c70e50b77a4ea537906c3d75524f9de1a0394d,2018-02-25T13:46:53Z,0360f385c8392d9e28f6ea86e315714f891e6f34/,2018-03-04 13:05:05+09:00/,Updated according to dir name changes.
Quantum Annealing,shinmorino/sqaod,5214c2fa40ea87764b4432d21d8bdef44df41556,2018-02-23T00:12:08Z,97cd5dba27ee865d90a6fbf3f72e257728ca87b3/,2018-05-06 18:45:31+09:00/,Updating Makefile.am to include batch searcher.
Quantum Annealing,shinmorino/sqaod,ca08b375b10f18ec21e485d065a05f4a9bc9e4d3,2018-03-13T10:45:29Z,64f9c3569d00640d657fb233e67d9a9fd872a96b/3c12052e835992a26f13cff91162e2e5d6beeaea/b4bf9434fa3bb260b2e52342cbb91547f31b35b1/25de2d809002a1b4d46b9688e20ee88a40e9e0fc/aec1b8007b2acab21a01c93b2a991833cfe8dbca/,2018-11-07 19:35:32+09:00/2018-04-30 11:18:18+09:00/2018-11-10 17:24:55+09:00/2018-11-07 19:31:49+09:00/2018-03-17 12:50:16+09:00/,Negating the sign of ising hamiltonian according to commonn definition.
Quantum Annealing,shinmorino/sqaod,aa5f0a87a8aa252b3448fdfbecd270cc2d424f82,2018-02-12T02:15:38Z,1b183cce5d3021515a381176a2b282250ecf0ddf/,2018-02-25 22:44:31+09:00/,CUDABipartiteGraphAnnealer added to VS project.
Quantum Annealing,shinmorino/sqaod,66a56d6645b29e83b38456ac6a1148484387478d,2018-09-26T00:51:45Z,8acbd6a6685fdbf0363c850ae6478cf1f76d4815/2cd0da8e5cd4fc3a72698987d45019e3cca63315/,2018-10-26 23:59:05+09:00/2018-10-27 00:01:03+09:00/,updates for release on Ubuntu 18.04.
Quantum Annealing,shinmorino/sqaod,fc408b2e24cca9cb900f916564534214416dee0e,2018-02-11T12:31:33Z,22acbd74016a64cffc298468c3a4f58a9a9b89ae/a7863690880ff37e206bce4a0cc5096c475a6a85/30364681f071a84110e1dd34e670fa63caf17517/,2018-02-12 11:14:58+09:00/2018-02-18 20:06:13+09:00/2018-02-23 23:14:52+09:00/,bipartiteGraphAnnelear perf code added.
Quantum Annealing,shinmorino/sqaod,5d39fe34eefc7d9ada14034bedf90e5d6f25e5e5,2018-11-03T07:04:13Z,11aa2478fbbea710d5d28a31e0a52b46228c33ba/,2018-11-11 15:21:28+09:00/,Updating installer version to 1.0.1.
Quantum Annealing,shinmorino/sqaod,5f994ce59d764655ae5f0984af663170fb0aa75e,2018-02-08T09:16:11Z,3c12052e835992a26f13cff91162e2e5d6beeaea/,2018-04-30 11:18:18+09:00/,Fix: randomized q values are always 1.
Quantum Annealing,shinmorino/sqaod,fc5ebb63e7aa3b140ed3f5c631b309812c877a20,2018-01-13T09:09:55Z,741813d905c794d0cd3242a888dd81a52617b312/3c12052e835992a26f13cff91162e2e5d6beeaea/9734a1d8700643497ae2bb5be1b309053f2b9b2a/504714997f97f5ea0c7e52b98952cd2497a1a1f7/0ee1dce47b8f12b92cbaaa28f4ce465a03458a22/,2018-01-20 22:16:05+09:00/2018-04-30 11:18:18+09:00/2018-01-17 19:45:25+09:00/2018-01-13 18:14:30+09:00/2018-03-11 08:54:21+09:00/,Use SizeType.
Quantum Annealing,shinmorino/sqaod,4fc53766d861cb125905881e754338457cbeff7d,2018-01-09T16:53:47Z,2467af5813712f00768b6e1ff8eb35aecea34e75/15a7d5e53bbaa04bd11cf29670d5b95078abf8c4/9734a1d8700643497ae2bb5be1b309053f2b9b2a/504714997f97f5ea0c7e52b98952cd2497a1a1f7/fc5ebb63e7aa3b140ed3f5c631b309812c877a20/,2018-01-28 17:48:28+09:00/2018-02-25 17:54:40+09:00/2018-01-17 19:45:25+09:00/2018-01-13 18:14:30+09:00/2018-01-13 18:09:55+09:00/,sqaod::SizeType and sqaod::IdxType applied.
Quantum Annealing,shinmorino/sqaod,bc74e9e234db4a9de764059f61243e639c44baf6,2018-01-03T14:31:10Z,8344fd58fdc95fc3f3f82cfe1a85b8eface50778/d81d2881f0a240a94cff1ccdac860ce1123d1bbf/79cd1c4ae18c86be78c06dd8b72ce7d7dcabfa12/715f7eb455b73d65fc3722eb0144083bee06732c/,2018-04-21 18:59:11+09:00/2018-05-06 01:18:22+09:00/2018-04-21 19:05:50+09:00/2018-03-15 19:46:32+09:00/,fix np_clone_as_ndarray misuse.
Quantum Annealing,shinmorino/sqaod,0cf3a90b54aa77ed8db70660b282b1dd094d13fe,2018-01-22T03:19:55Z,fe4debd1053e8a0a692da58f953ec5a70e6427f1/275635884fe6dcdd0f3bfe46e48377c0f980cbb4/15a7d5e53bbaa04bd11cf29670d5b95078abf8c4/6d94ab6a11177207caaa2c90d92500f0651e102c/397ecc13779d03061313ce22275e4cf91d853058/,2018-01-22 21:51:34+09:00/2018-03-17 12:48:24+09:00/2018-02-25 17:54:40+09:00/2018-02-23 09:11:44+09:00/2018-06-24 15:24:15+09:00/,Update input error check.
Quantum Annealing,shinmorino/sqaod,9fed1b662393e8fbbbef99a5f2f236eaed7ec1fe,2018-02-02T03:31:10Z,15a7d5e53bbaa04bd11cf29670d5b95078abf8c4/,2018-02-25 17:54:40+09:00/,Small trivial changes.
Quantum Annealing,shinmorino/sqaod,a9a27bedf8005c5bdd3c0070bfd2b283b9f3408d,2017-12-18T17:31:48Z,67430e10130d67ad112d2f03689e4c523875c075/d8129a978836013aca257206e05fe685f50612d7/7a8a580698233d1f5a6bd6b5db6e86e669cdd85e/45cb510ecef5023861fc1436fdce5f3ef0409b22/3b91392ac2b8160e88e0f8ee245c51d0bf2a21d0/3345e65977fb0c0f5eb7be1f6317a76169fa7ae0/34dbdf436db70f7c8b12e067e7ef84ed23640e6b/936bb867adbb08a4b72addab695c2c6fc712b1be/fc526dbaf5beaa0c695f2e244c3ce4950750721d/a7facc15a0a7bf1312f722d10dc2ad332c32daa7/15a7d5e53bbaa04bd11cf29670d5b95078abf8c4/2ed16ffa27ba05315b0444ae1587d715271fb648/376b9404c20d55f08b7459cbfeb97a25a67eeded/88cea7156bc8261262524c2eab17c203c974f34a/3bb666dc8796ff412258bd1587a52caca1d819fd/715f7eb455b73d65fc3722eb0144083bee06732c/e473f87b6bc569b8b2c52f27afa49eb525efe9fd/02e6ef7bfb41f723cc54ad419769fb7a69022fdc/2c6c9a7cf4eac60c2510a87a3cb0168538a2fd46/836a6b9b8bfadd2af0013b83c77291573c6958df/,2018-01-09 20:31:46+09:00/2018-01-04 11:09:06+09:00/2018-02-12 23:11:09+09:00/2018-07-22 18:58:49+09:00/2017-12-21 12:37:33+09:00/2018-03-11 16:07:01+09:00/2018-02-12 22:59:11+09:00/2017-12-29 14:18:03+09:00/2017-12-31 17:43:49+09:00/2017-12-26 22:24:28+09:00/2018-02-25 17:54:40+09:00/2018-03-11 10:08:07+09:00/2018-02-18 20:08:24+09:00/2018-02-12 23:57:56+09:00/2018-03-10 08:49:38+09:00/2018-03-15 19:46:32+09:00/2018-03-14 21:49:43+09:00/2018-03-09 07:19:45+09:00/2017-12-21 12:07:35+09:00/2018-01-22 12:20:44+09:00/,"first commit for CPUBipartiteGraphBFSolver, that compiled."
