Tags,project_type,category,project,total_debt
design,Quantum,Assembly,artiste-qb-net/qubiter,1.5251798561151075
design,Quantum,Assembly,BBN-Q/pyqgl2,2.6600000000000006
design,Quantum,Assembly,lanl/qmasm,7.910447761194031
design,Quantum,Quantum Annealing,dwavesystems/penaltymodel,1.8480492813141682
design,Quantum,Quantum Annealing,dwavesystems/dimod,6.758832565284178
design,Quantum,Quantum Annealing,dwavesystems/dwave-system,4.513184584178499
design,Quantum,Quantum Annealing,shinmorino/sqaod,0.2274019329164298
design,Quantum,Quantum Annealing,dwavesystems/dwavebinarycsp,2.7888446215139444
design,Quantum,Quantum Annealing,dwavesystems/qbsolv,0.8526187576126674
design,Quantum,Web-Extension,quantacms/quanta,7.6
design,Quantum,Web-Extension,Quantum-Manager/quantummanager,39.619883040935676
design,Quantum,Web-Extension,dauphine-dev/drop-feeds,0.21798365122615806
design,Quantum,Web-Extension,Izheil/Quantum-Nox-Firefox-Dark-Full-Theme,1.11
design,Quantum,Web-Extension,firebug/websocket-monitor,1.9172829361818682
design,Quantum,Web-Extension,foxyproxy/firefox-extension,0.0
design,Quantum,Web-Extension,Aris-t2/CustomCSSforFx,0.0
design,Quantum,Web-Extension,spikespaz/firefox-nativedark,0.0
design,Quantum,Web-Extension,catho/quantum,9.0
design,Quantum,Fun/ Game,Quantum-Game/quantum-game-2,0.0
design,Quantum,Fun/ Game,decodoku/A_Game_to_Benchmark_Quantum_Computers,3.488372093023256
design,Quantum,Fun/ Game,HuangJunye/QPong,0.03
design,Quantum,Fun/ Game,JavaFXpert/quantum-toy-piano-ibmq,0.24588148512417016
design,Quantum,Full-stack Library,Blueqat/Blueqat,3.880070546737213
design,Quantum,Full-stack Library,softwareQinc/staq,6.991525423728813
design,Quantum,Full-stack Library,rigetti/pyquil,5.942311862936457
design,Quantum,Full-stack Library,microsoft/QuantumLibraries,18.39080459770115
design,Quantum,Full-stack Library,microsoft/Quantum-NC,0
design,Quantum,Full-stack Library,Qiskit/qiskit-terra,21.29253824539494
design,Quantum,Full-stack Library,qiskit-community/qiskit-vscode,2.325581395348837
design,Quantum,Full-stack Library,QuantumPackage/qp2,6.849315068493151
design,Quantum,Full-stack Library,qiskit-community/qiskit-js,0.59
design,Quantum,Full-stack Library,ProjectQ-Framework/ProjectQ,10.016155088852988
design,Quantum,Full-stack Library,quantumlib/Cirq,28.984088127294985
design,Quantum,Full-stack Library,microsoft/Quantum,9.0
design,Quantum,Full-stack Library,rigetti/rpcq,31.57894736842105
design,Quantum,Full-stack Library,Qiskit/qiskit-ibmq-provider,40.33613445378151
design,Quantum,Full-stack Library,Qiskit/qiskit,6.944444444444444
design,Quantum,Full-stack Library,XanaduAI/strawberryfields,5.828150195807417
design,Quantum,Simulator,Approximates/dotBloch,0
design,Quantum,Simulator,rigetti/qvm,0
design,Quantum,Simulator,QuantumBFS/YaoBlocks.jl,0
design,Quantum,Simulator,aparent/QCViewer,0.0
design,Quantum,Simulator,microsoft/qmt,1.4891179839633446
design,Quantum,Simulator,arguelles/nuSQuIDS,4.8076923076923075
design,Quantum,Simulator,vm6502q/qrack,0
design,Quantum,Simulator,QuantumBFS/Yao.jl,0.0
design,Quantum,Simulator,qutip/qutip,2.5100000000000002
design,Quantum,Simulator,Qiskit/qiskit-jku-provider,14.285714285714285
design,Quantum,Simulator,Qiskit/qiskit-aer,17.593123209169054
design,Quantum,Simulator,Strilanc/Quirk,0.0
design,Quantum,Simulator,softwareQinc/qpp,0.0
design,Quantum,Simulator,qulacs/qulacs,0.0
design,Quantum,Simulator,quantumlib/OpenFermion-Cirq,8.775981524249422
design,Quantum,Simulator,issp-center-dev/HPhi,16.07142857142857
design,Quantum,Simulator,marvel-nccr/quantum-mobile,37.50000000000001
design,Quantum,Simulator,SoftwareQuTech/SimulaQron,1.04
design,Quantum,Simulator,ngnrsaa/qflex,0.0
design,Quantum,Simulator,QuEST-Kit/QuEST,0.0
design,None-Quantum,None-Quantum,kivy/kivy,8.12
design,None-Quantum,None-Quantum,frappe/bench,8.752817430503383
design,None-Quantum,None-Quantum,dpgaspar/Flask-AppBuilder,3.2499999999999996
design,None-Quantum,None-Quantum,flexxui/flexx,11.780000000000001
design,None-Quantum,None-Quantum,lbryio/lbry-sdk,6.87
design,None-Quantum,None-Quantum,falconry/falcon,38.22852760736196
design,None-Quantum,None-Quantum,django-tastypie/django-tastypie,54.27728613569322
design,None-Quantum,None-Quantum,django-crispy-forms/django-crispy-forms,13.123092573753816
design,None-Quantum,None-Quantum,google/personfinder,20.19
design,None-Quantum,None-Quantum,quack/quack,39.19463087248322
design,None-Quantum,None-Quantum,nvbn/thefuck,23.598274799753543
design,None-Quantum,None-Quantum,cquery-project/cquery,0.0
design,None-Quantum,None-Quantum,AppImage/AppImageKit,0
design,None-Quantum,None-Quantum,Nuitka/Nuitka,1.34
design,None-Quantum,None-Quantum,jieter/django-tables2,27.960756832515766
design,None-Quantum,None-Quantum,mjolnirapp/mjolnir,0.0
design,None-Quantum,None-Quantum,AppDaemon/appdaemon,5.327164573694646
design,None-Quantum,None-Quantum,Kunstmaan/KunstmaanBundlesCMS,0
design,None-Quantum,None-Quantum,keystonejs/keystone-classic,8.260000000000002
design,None-Quantum,None-Quantum,emeryberger/CSrankings,1.6200891049007693
design,None-Quantum,None-Quantum,zetavm/zetavm,27.536231884057973
design,None-Quantum,None-Quantum,pinax/pinax-stripe,10.06794317479926
design,None-Quantum,None-Quantum,plotly/dash,34.383033419023135
design,None-Quantum,None-Quantum,wooey/Wooey,8.504007123775601
design,None-Quantum,None-Quantum,vim-vdebug/vdebug,20.757020757020758
design,None-Quantum,None-Quantum,SciML/DifferentialEquations.jl,0
design,None-Quantum,None-Quantum,ps2homebrew/Open-PS2-Loader,3.0042918454935625
design,None-Quantum,None-Quantum,rajkumardusad/Tool-X,16.451612903225804
design,None-Quantum,None-Quantum,Chuyu-Team/Dism-Multi-language,15.310344827586205
design,None-Quantum,None-Quantum,guanguans/favorite-link,0
design,None-Quantum,None-Quantum,pre-commit/pre-commit,23.839662447257382
design,None-Quantum,None-Quantum,dcloudio/mui,1.08
design,None-Quantum,None-Quantum,owntracks/recorder,0.0
design,None-Quantum,None-Quantum,janeczku/calibre-web,9.79
brain_overload,Quantum,Quantum Algorithsm,netket/netket,8.405172413793103
brain_overload,Quantum,Quantum Algorithsm,JoshuaSBrown/QC_Tools,0
brain_overload,Quantum,Quantum Algorithsm,quantumlib/OpenFermion,22.059272838374582
brain_overload,Quantum,Quantum Algorithsm,ProjectQ-Framework/FermiLib,28.72340425531915
brain_overload,Quantum,Quantum Algorithsm,dwave-examples/factoring,8.333333333333334
brain_overload,Quantum,Quantum Algorithsm,PanPalitta/phase_estimation,0
brain_overload,Quantum,Quantum Algorithsm,qrefine/qrefine,6.7299999999999995
brain_overload,Quantum,Quantum Algorithsm,mabuchilab/QNET,7.223603888763283
brain_overload,Quantum,Quantum Algorithsm,Qiskit/qiskit-aqua,30.636958101235162
brain_overload,Quantum,Quantum Algorithsm,XanaduAI/thewalrus,3.877887788778878
brain_overload,Quantum,Quantum Algorithsm,rigetti/grove,14.523809523809524
brain_overload,Quantum,Quantum Algorithsm,Q-solvers/EDLib,0.0
brain_overload,Quantum,Quantum Algorithsm,aeantipov/pomerol,0.0
brain_overload,Quantum,Quantum Algorithsm,qucontrol/krotov,11.753902662993573
brain_overload,Quantum,ToolKit,qucat/qucat,1.7418351477449456
brain_overload,Quantum,ToolKit,orbkit/orbkit,8.47
brain_overload,Quantum,ToolKit,deepchem/deepchem,8.43
brain_overload,Quantum,ToolKit,bloomberg/quantum,0.0
brain_overload,Quantum,ToolKit,lmacken/quantumrandom,0.0
brain_overload,Quantum,ToolKit,rigetti/forest-benchmarking,5.750798722044728
brain_overload,Quantum,ToolKit,TRIQS/triqs,6.29
brain_overload,Quantum,ToolKit,zoran-cuckovic/QGIS-visibility-analysis,4.960000000000001
brain_overload,Quantum,ToolKit,QuTech-Delft/qtt,7.900000000000001
brain_overload,Quantum,ToolKit,evaleev/libint,0.0
brain_overload,Quantum,ToolKit,redhat-cip/openstack-quantum-puppet,0
brain_overload,Quantum,ToolKit,qubekit/QUBEKit,19.26713947990544
brain_overload,Quantum,ToolKit,OriginQ/QPanda-2,3.9314094521120873
brain_overload,Quantum,ToolKit,boschmitt/tweedledum,0
brain_overload,Quantum,ToolKit,qojulia/QuantumOptics.jl,0.0
brain_overload,Quantum,ToolKit,tensorflow/quantum,42.857142857142854
brain_overload,Quantum,ToolKit,XanaduAI/pennylane,6.148867313915858
brain_overload,Quantum,ToolKit,aiidateam/aiida-quantumespresso,14.803149606299213
brain_overload,Quantum,ToolKit,QInfer/python-qinfer,10.26533275337103
brain_overload,Quantum,ToolKit,jcmgray/quimb,15.307624374448041
brain_overload,Quantum,ToolKit,Qiskit/qiskit-ignis,21.44
brain_overload,Quantum,Compiler,Quantomatic/pyzx,28.376963350785342
brain_overload,Quantum,Compiler,microsoft/qsharp-compiler,0
brain_overload,Quantum,Compiler,QE-Lab/OpenQL,0.039999999999999994
brain_overload,Quantum,Quantum-Chemistry,MolSSI-BSE/basis_set_exchange,39.02439024390244
brain_overload,Quantum,Quantum-Chemistry,Quantum-Dynamics-Hub/libra-code,1.6300000000000001
brain_overload,Quantum,Quantum-Chemistry,GQCG/GQCP,0.0
brain_overload,Quantum,Quantum-Chemistry,vonDonnerstein/QuantumLab.jl,0
brain_overload,Quantum,Quantum-Chemistry,QMCPACK/qmcpack,0
brain_overload,Quantum,Quantum-Chemistry,MolSSI/QCElemental,19.167983149025805
brain_overload,Quantum,Quantum-Chemistry,qcdb/qcdb,8.65
brain_overload,Quantum,Quantum-Chemistry,aoterodelaroza/critic2,0
brain_overload,Quantum,Quantum-Chemistry,ValeevGroup/mpqc,2.9342723004694835
brain_overload,Quantum,Quantum-Chemistry,ericchansen/q2mm,27.20254314259764
brain_overload,Quantum,Quantum-Chemistry,MolSSI/QCFractal,17.341430499325238
brain_overload,Quantum,Quantum-Chemistry,cp2k/cp2k,4.660000000000001
brain_overload,Quantum,Quantum-Chemistry,hande-qmc/hande,11.425438596491228
brain_overload,Quantum,Quantum-Chemistry,votca/xtp,3.0456852791878175
brain_overload,Quantum,Quantum-Chemistry,pyscf/pyscf,11.55
brain_overload,Quantum,Quantum-Chemistry,tmancal74/quantarhei,4.63
brain_overload,Quantum,Quantum-Chemistry,LCPQ/quantum_package,3.068215668751862
brain_overload,Quantum,Quantum-Chemistry,MolSSI/QCEngine,17.702312138728324
brain_overload,Quantum,Quantum-Chemistry,SebWouters/CheMPS2,3.527336860670194
brain_overload,Quantum,Cryptography,supernomad/quantum,5.0
brain_overload,Quantum,Cryptography,exaexa/codecrypt,0
brain_overload,Quantum,Cryptography,mupq/pqm4,12.82051282051282
brain_overload,Quantum,Cryptography,theQRL/QRL,4.380430901083204
brain_overload,Quantum,Experimentation,m-labs/artiq,8.180000000000001
brain_overload,Quantum,Experimentation,BBN-Q/Qlab,0.1423994304022784
brain_overload,Quantum,Experimentation,sedabull/quantum-shell,0.0
brain_overload,Quantum,Experimentation,zlatko-minev/pyEPR,4.050522648083623
brain_overload,Quantum,Experimentation,lneuhaus/pyrpl,4.737711164740252
brain_overload,Quantum,Experimentation,BBN-Q/QGL,3.36
brain_overload,Quantum,Experimentation,BBN-Q/PyQLab,2.06
brain_overload,Quantum,Experimentation,qutech/qupulse,15.57556583110246
brain_overload,Quantum,Experimentation,iitis/QuantumInformation.jl,0
brain_overload,Quantum,Assembly,XanaduAI/blackbird,6.057268722466961
brain_overload,Quantum,Assembly,BBN-Q/QGL.jl,0
brain_overload,Quantum,Assembly,artiste-qb-net/qubiter,6.877697841726619
brain_overload,Quantum,Assembly,BBN-Q/pyqgl2,4.66
brain_overload,Quantum,Assembly,lanl/qmasm,37.910447761194035
brain_overload,Quantum,Quantum Annealing,dwavesystems/penaltymodel,19.096509240246405
brain_overload,Quantum,Quantum Annealing,dwavesystems/dimod,8.55094726062468
brain_overload,Quantum,Quantum Annealing,dwavesystems/dwave-system,6.490872210953346
brain_overload,Quantum,Quantum Annealing,shinmorino/sqaod,1.7055144968732234
brain_overload,Quantum,Quantum Annealing,dwavesystems/dwavebinarycsp,13.94422310756972
brain_overload,Quantum,Quantum Annealing,dwavesystems/qbsolv,1.0962241169305724
brain_overload,Quantum,Web-Extension,quantacms/quanta,0.13
brain_overload,Quantum,Web-Extension,Quantum-Manager/quantummanager,4.5321637426900585
brain_overload,Quantum,Web-Extension,dauphine-dev/drop-feeds,0.0
brain_overload,Quantum,Web-Extension,Izheil/Quantum-Nox-Firefox-Dark-Full-Theme,0.31
brain_overload,Quantum,Web-Extension,firebug/websocket-monitor,0.0
brain_overload,Quantum,Web-Extension,foxyproxy/firefox-extension,0.0
brain_overload,Quantum,Web-Extension,Aris-t2/CustomCSSforFx,0.0
brain_overload,Quantum,Web-Extension,spikespaz/firefox-nativedark,0.0
brain_overload,Quantum,Web-Extension,catho/quantum,5.0
brain_overload,Quantum,Fun/ Game,Quantum-Game/quantum-game-2,0.0
brain_overload,Quantum,Fun/ Game,decodoku/A_Game_to_Benchmark_Quantum_Computers,5.813953488372094
brain_overload,Quantum,Fun/ Game,HuangJunye/QPong,0.25
brain_overload,Quantum,Fun/ Game,JavaFXpert/quantum-toy-piano-ibmq,0.09835259404966806
brain_overload,Quantum,Full-stack Library,Blueqat/Blueqat,9.347442680776014
brain_overload,Quantum,Full-stack Library,softwareQinc/staq,7.627118644067796
brain_overload,Quantum,Full-stack Library,rigetti/pyquil,5.855562784645413
brain_overload,Quantum,Full-stack Library,microsoft/QuantumLibraries,2.2988505747126435
brain_overload,Quantum,Full-stack Library,microsoft/Quantum-NC,0
brain_overload,Quantum,Full-stack Library,Qiskit/qiskit-terra,20.246643771464253
brain_overload,Quantum,Full-stack Library,qiskit-community/qiskit-vscode,0.0
brain_overload,Quantum,Full-stack Library,QuantumPackage/qp2,6.849315068493151
brain_overload,Quantum,Full-stack Library,qiskit-community/qiskit-js,0.15
brain_overload,Quantum,Full-stack Library,ProjectQ-Framework/ProjectQ,14.378029079159935
brain_overload,Quantum,Full-stack Library,quantumlib/Cirq,10.795593635250919
brain_overload,Quantum,Full-stack Library,microsoft/Quantum,5.0
brain_overload,Quantum,Full-stack Library,rigetti/rpcq,32.63157894736842
brain_overload,Quantum,Full-stack Library,Qiskit/qiskit-ibmq-provider,34.87394957983193
brain_overload,Quantum,Full-stack Library,Qiskit/qiskit,14.351851851851851
brain_overload,Quantum,Full-stack Library,XanaduAI/strawberryfields,7.256392536281963
brain_overload,Quantum,Simulator,Approximates/dotBloch,0
brain_overload,Quantum,Simulator,rigetti/qvm,0
brain_overload,Quantum,Simulator,QuantumBFS/YaoBlocks.jl,0
brain_overload,Quantum,Simulator,aparent/QCViewer,0.0
brain_overload,Quantum,Simulator,microsoft/qmt,1.9759450171821307
brain_overload,Quantum,Simulator,arguelles/nuSQuIDS,12.5
brain_overload,Quantum,Simulator,vm6502q/qrack,0
brain_overload,Quantum,Simulator,QuantumBFS/Yao.jl,0.0
brain_overload,Quantum,Simulator,qutip/qutip,9.049999999999999
brain_overload,Quantum,Simulator,Qiskit/qiskit-jku-provider,21.428571428571423
brain_overload,Quantum,Simulator,Qiskit/qiskit-aer,15.35816618911175
brain_overload,Quantum,Simulator,Strilanc/Quirk,0.0
brain_overload,Quantum,Simulator,softwareQinc/qpp,0.0
brain_overload,Quantum,Simulator,qulacs/qulacs,1.8518518518518519
brain_overload,Quantum,Simulator,quantumlib/OpenFermion-Cirq,36.25866050808314
brain_overload,Quantum,Simulator,issp-center-dev/HPhi,4.166666666666666
brain_overload,Quantum,Simulator,marvel-nccr/quantum-mobile,0.0
brain_overload,Quantum,Simulator,SoftwareQuTech/SimulaQron,1.13
brain_overload,Quantum,Simulator,ngnrsaa/qflex,20.27027027027027
brain_overload,Quantum,Simulator,QuEST-Kit/QuEST,0.0
brain_overload,None-Quantum,None-Quantum,kivy/kivy,12.23
brain_overload,None-Quantum,None-Quantum,frappe/bench,13.523666416228401
brain_overload,None-Quantum,None-Quantum,dpgaspar/Flask-AppBuilder,1.6099999999999999
brain_overload,None-Quantum,None-Quantum,flexxui/flexx,8.520000000000001
brain_overload,None-Quantum,None-Quantum,lbryio/lbry-sdk,9.930000000000001
brain_overload,None-Quantum,None-Quantum,falconry/falcon,8.569785276073619
brain_overload,None-Quantum,None-Quantum,django-tastypie/django-tastypie,9.453574940300603
brain_overload,None-Quantum,None-Quantum,django-crispy-forms/django-crispy-forms,7.256697185486606
brain_overload,None-Quantum,None-Quantum,google/personfinder,7.25
brain_overload,None-Quantum,None-Quantum,quack/quack,12.885906040268457
brain_overload,None-Quantum,None-Quantum,nvbn/thefuck,3.0191004313000613
brain_overload,None-Quantum,None-Quantum,cquery-project/cquery,5.217391304347825
brain_overload,None-Quantum,None-Quantum,AppImage/AppImageKit,0
brain_overload,None-Quantum,None-Quantum,Nuitka/Nuitka,4.569999999999999
brain_overload,None-Quantum,None-Quantum,jieter/django-tables2,9.425367904695166
brain_overload,None-Quantum,None-Quantum,mjolnirapp/mjolnir,0.0
brain_overload,None-Quantum,None-Quantum,AppDaemon/appdaemon,9.980171844018505
brain_overload,None-Quantum,None-Quantum,Kunstmaan/KunstmaanBundlesCMS,0
brain_overload,None-Quantum,None-Quantum,keystonejs/keystone-classic,0.0
brain_overload,None-Quantum,None-Quantum,emeryberger/CSrankings,3.564196030781693
brain_overload,None-Quantum,None-Quantum,zetavm/zetavm,8.695652173913045
brain_overload,None-Quantum,None-Quantum,pinax/pinax-stripe,0.8956145768993207
brain_overload,None-Quantum,None-Quantum,plotly/dash,10.154241645244216
brain_overload,None-Quantum,None-Quantum,wooey/Wooey,11.442564559216386
brain_overload,None-Quantum,None-Quantum,vim-vdebug/vdebug,11.05006105006105
brain_overload,None-Quantum,None-Quantum,SciML/DifferentialEquations.jl,0
brain_overload,None-Quantum,None-Quantum,ps2homebrew/Open-PS2-Loader,1.2875536480686696
brain_overload,None-Quantum,None-Quantum,rajkumardusad/Tool-X,6.129032258064516
brain_overload,None-Quantum,None-Quantum,Chuyu-Team/Dism-Multi-language,0.0
brain_overload,None-Quantum,None-Quantum,guanguans/favorite-link,0
brain_overload,None-Quantum,None-Quantum,pre-commit/pre-commit,4.30379746835443
brain_overload,None-Quantum,None-Quantum,dcloudio/mui,0.06
brain_overload,None-Quantum,None-Quantum,owntracks/recorder,0.0
brain_overload,None-Quantum,None-Quantum,janeczku/calibre-web,9.7
obsolete,Quantum,Quantum Algorithsm,netket/netket,0.0
obsolete,Quantum,Quantum Algorithsm,JoshuaSBrown/QC_Tools,0
obsolete,Quantum,Quantum Algorithsm,quantumlib/OpenFermion,0.0
obsolete,Quantum,Quantum Algorithsm,ProjectQ-Framework/FermiLib,0.0
obsolete,Quantum,Quantum Algorithsm,dwave-examples/factoring,0.0
obsolete,Quantum,Quantum Algorithsm,PanPalitta/phase_estimation,0
obsolete,Quantum,Quantum Algorithsm,qrefine/qrefine,44.0
obsolete,Quantum,Quantum Algorithsm,mabuchilab/QNET,5.516617680307483
obsolete,Quantum,Quantum Algorithsm,Qiskit/qiskit-aqua,0.0
obsolete,Quantum,Quantum Algorithsm,XanaduAI/thewalrus,5.61056105610561
obsolete,Quantum,Quantum Algorithsm,rigetti/grove,9.523809523809524
obsolete,Quantum,Quantum Algorithsm,Q-solvers/EDLib,23.333333333333332
obsolete,Quantum,Quantum Algorithsm,aeantipov/pomerol,87.5
obsolete,Quantum,Quantum Algorithsm,qucontrol/krotov,0.0
obsolete,Quantum,ToolKit,qucat/qucat,7.091757387247278
obsolete,Quantum,ToolKit,orbkit/orbkit,37.17000000000001
obsolete,Quantum,ToolKit,deepchem/deepchem,0.18999999999999997
obsolete,Quantum,ToolKit,bloomberg/quantum,71.84
obsolete,Quantum,ToolKit,lmacken/quantumrandom,12.698412698412698
obsolete,Quantum,ToolKit,rigetti/forest-benchmarking,0.0
obsolete,Quantum,ToolKit,TRIQS/triqs,16.09
obsolete,Quantum,ToolKit,zoran-cuckovic/QGIS-visibility-analysis,8.799999999999999
obsolete,Quantum,ToolKit,QuTech-Delft/qtt,0.0
obsolete,Quantum,ToolKit,evaleev/libint,0.0
obsolete,Quantum,ToolKit,redhat-cip/openstack-quantum-puppet,0
obsolete,Quantum,ToolKit,qubekit/QUBEKit,0.0
obsolete,Quantum,ToolKit,OriginQ/QPanda-2,0.0
obsolete,Quantum,ToolKit,boschmitt/tweedledum,0
obsolete,Quantum,ToolKit,qojulia/QuantumOptics.jl,0.0
obsolete,Quantum,ToolKit,tensorflow/quantum,0.0
obsolete,Quantum,ToolKit,XanaduAI/pennylane,2.330097087378641
obsolete,Quantum,ToolKit,aiidateam/aiida-quantumespresso,25.46681664791901
obsolete,Quantum,ToolKit,QInfer/python-qinfer,15.789473684210527
obsolete,Quantum,ToolKit,jcmgray/quimb,0.0
obsolete,Quantum,ToolKit,Qiskit/qiskit-ignis,0.0
obsolete,Quantum,Compiler,Quantomatic/pyzx,0.0
obsolete,Quantum,Compiler,microsoft/qsharp-compiler,0
obsolete,Quantum,Compiler,QE-Lab/OpenQL,0.0
obsolete,Quantum,Quantum-Chemistry,MolSSI-BSE/basis_set_exchange,0.0
obsolete,Quantum,Quantum-Chemistry,Quantum-Dynamics-Hub/libra-code,42.3
obsolete,Quantum,Quantum-Chemistry,GQCG/GQCP,0.0
obsolete,Quantum,Quantum-Chemistry,vonDonnerstein/QuantumLab.jl,0
obsolete,Quantum,Quantum-Chemistry,QMCPACK/qmcpack,0
obsolete,Quantum,Quantum-Chemistry,MolSSI/QCElemental,0.0
obsolete,Quantum,Quantum-Chemistry,qcdb/qcdb,0.0
obsolete,Quantum,Quantum-Chemistry,aoterodelaroza/critic2,0
obsolete,Quantum,Quantum-Chemistry,ValeevGroup/mpqc,23.826291079812208
obsolete,Quantum,Quantum-Chemistry,ericchansen/q2mm,0.6357856494096277
obsolete,Quantum,Quantum-Chemistry,MolSSI/QCFractal,0.0
obsolete,Quantum,Quantum-Chemistry,cp2k/cp2k,19.680000000000003
obsolete,Quantum,Quantum-Chemistry,hande-qmc/hande,17.017543859649123
obsolete,Quantum,Quantum-Chemistry,votca/xtp,13.19796954314721
obsolete,Quantum,Quantum-Chemistry,pyscf/pyscf,9.379999999999999
obsolete,Quantum,Quantum-Chemistry,tmancal74/quantarhei,9.59
obsolete,Quantum,Quantum-Chemistry,LCPQ/quantum_package,57.93863568662497
obsolete,Quantum,Quantum-Chemistry,MolSSI/QCEngine,0.0
obsolete,Quantum,Quantum-Chemistry,SebWouters/CheMPS2,34.92063492063492
obsolete,Quantum,Cryptography,supernomad/quantum,0.0
obsolete,Quantum,Cryptography,exaexa/codecrypt,0
obsolete,Quantum,Cryptography,mupq/pqm4,0.0
obsolete,Quantum,Cryptography,theQRL/QRL,1.7735983811451015
obsolete,Quantum,Experimentation,m-labs/artiq,0.0
obsolete,Quantum,Experimentation,BBN-Q/Qlab,25.240299038803848
obsolete,Quantum,Experimentation,sedabull/quantum-shell,0.0
obsolete,Quantum,Experimentation,zlatko-minev/pyEPR,0.0
obsolete,Quantum,Experimentation,lneuhaus/pyrpl,29.937761971294297
obsolete,Quantum,Experimentation,BBN-Q/QGL,0.08
obsolete,Quantum,Experimentation,BBN-Q/PyQLab,1.8
obsolete,Quantum,Experimentation,qutech/qupulse,0.0
obsolete,Quantum,Experimentation,iitis/QuantumInformation.jl,0
obsolete,Quantum,Assembly,XanaduAI/blackbird,7.709251101321586
obsolete,Quantum,Assembly,BBN-Q/QGL.jl,0
obsolete,Quantum,Assembly,artiste-qb-net/qubiter,11.884892086330932
obsolete,Quantum,Assembly,BBN-Q/pyqgl2,0.0
obsolete,Quantum,Assembly,lanl/qmasm,5.074626865671642
obsolete,Quantum,Quantum Annealing,dwavesystems/penaltymodel,0.0
obsolete,Quantum,Quantum Annealing,dwavesystems/dimod,0.0
obsolete,Quantum,Quantum Annealing,dwavesystems/dwave-system,10.851926977687627
obsolete,Quantum,Quantum Annealing,shinmorino/sqaod,2.6719727117680496
obsolete,Quantum,Quantum Annealing,dwavesystems/dwavebinarycsp,0.0
obsolete,Quantum,Quantum Annealing,dwavesystems/qbsolv,23.020706455542022
obsolete,Quantum,Web-Extension,quantacms/quanta,0.13
obsolete,Quantum,Web-Extension,Quantum-Manager/quantummanager,0.0
obsolete,Quantum,Web-Extension,dauphine-dev/drop-feeds,15.040871934604905
obsolete,Quantum,Web-Extension,Izheil/Quantum-Nox-Firefox-Dark-Full-Theme,0.0
obsolete,Quantum,Web-Extension,firebug/websocket-monitor,0.0
obsolete,Quantum,Web-Extension,foxyproxy/firefox-extension,0.0
obsolete,Quantum,Web-Extension,Aris-t2/CustomCSSforFx,0.0
obsolete,Quantum,Web-Extension,spikespaz/firefox-nativedark,0.0
obsolete,Quantum,Web-Extension,catho/quantum,0.0
obsolete,Quantum,Fun/ Game,Quantum-Game/quantum-game-2,0.0
obsolete,Quantum,Fun/ Game,decodoku/A_Game_to_Benchmark_Quantum_Computers,0.0
obsolete,Quantum,Fun/ Game,HuangJunye/QPong,98.89
obsolete,Quantum,Fun/ Game,JavaFXpert/quantum-toy-piano-ibmq,0.0
obsolete,Quantum,Full-stack Library,Blueqat/Blueqat,0.0
obsolete,Quantum,Full-stack Library,softwareQinc/staq,12.288135593220337
obsolete,Quantum,Full-stack Library,rigetti/pyquil,0.5421817393190197
obsolete,Quantum,Full-stack Library,microsoft/QuantumLibraries,0.0
obsolete,Quantum,Full-stack Library,microsoft/Quantum-NC,0
obsolete,Quantum,Full-stack Library,Qiskit/qiskit-terra,0.0
obsolete,Quantum,Full-stack Library,qiskit-community/qiskit-vscode,0.0
obsolete,Quantum,Full-stack Library,QuantumPackage/qp2,47.945205479452056
obsolete,Quantum,Full-stack Library,qiskit-community/qiskit-js,0.0
obsolete,Quantum,Full-stack Library,ProjectQ-Framework/ProjectQ,0.0
obsolete,Quantum,Full-stack Library,quantumlib/Cirq,0.0
obsolete,Quantum,Full-stack Library,microsoft/Quantum,0.0
obsolete,Quantum,Full-stack Library,rigetti/rpcq,0.0
obsolete,Quantum,Full-stack Library,Qiskit/qiskit-ibmq-provider,0.0
obsolete,Quantum,Full-stack Library,Qiskit/qiskit,0.0
obsolete,Quantum,Full-stack Library,XanaduAI/strawberryfields,2.810412347385395
obsolete,Quantum,Simulator,Approximates/dotBloch,0
obsolete,Quantum,Simulator,rigetti/qvm,0
obsolete,Quantum,Simulator,QuantumBFS/YaoBlocks.jl,0
obsolete,Quantum,Simulator,aparent/QCViewer,50.0
obsolete,Quantum,Simulator,microsoft/qmt,5.8705612829324165
obsolete,Quantum,Simulator,arguelles/nuSQuIDS,23.878205128205128
obsolete,Quantum,Simulator,vm6502q/qrack,0
obsolete,Quantum,Simulator,QuantumBFS/Yao.jl,0.0
obsolete,Quantum,Simulator,qutip/qutip,8.28
obsolete,Quantum,Simulator,Qiskit/qiskit-jku-provider,0.0
obsolete,Quantum,Simulator,Qiskit/qiskit-aer,0.0
obsolete,Quantum,Simulator,Strilanc/Quirk,0.34393809114359414
obsolete,Quantum,Simulator,softwareQinc/qpp,72.42999999999999
obsolete,Quantum,Simulator,qulacs/qulacs,11.11111111111111
obsolete,Quantum,Simulator,quantumlib/OpenFermion-Cirq,0.0
obsolete,Quantum,Simulator,issp-center-dev/HPhi,4.761904761904762
obsolete,Quantum,Simulator,marvel-nccr/quantum-mobile,0.0
obsolete,Quantum,Simulator,SoftwareQuTech/SimulaQron,9.03
obsolete,Quantum,Simulator,ngnrsaa/qflex,0.0
obsolete,Quantum,Simulator,QuEST-Kit/QuEST,78.99
obsolete,None-Quantum,None-Quantum,kivy/kivy,7.130000000000001
