snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,35,817,0,430,151,271,0,130155
2,35,817,0,430,151,271,0,132107
3,45,961,0,525,169,302,10,142391
4,55,1130,0,555,170,440,20,177088
5,55,1466,0,710,272,519,20,245600
6,43,1566,0,718,295,586,10,234275
7,48,1624,0,728,321,613,10,252890
8,48,1629,0,733,321,613,10,252942
