snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,270,3587,0,1965,1109,478,305,96450
1,1916,84318,0,32691,44158,7608,1777,3584778
2,0,2285,0,990,972,271,52,58988
3,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0
10,152,8117,0,4209,3286,611,163,327873
11,177,6542,0,2479,3472,617,151,265558
12,177,6873,0,2569,3601,719,161,293251
13,177,7309,0,2739,3945,639,163,312802
14,203,8050,0,2890,4478,700,185,349915
15,193,8245,0,2975,4573,713,177,362486
16,208,8556,0,3085,4774,724,181,381347
17,183,8793,0,3155,4901,759,161,381037
18,183,8760,0,3150,4883,749,161,378989
19,188,9075,0,3190,5079,841,153,417750
20,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0
