snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,0,189,0,105,25,59,0,2716
2,0,189,0,105,25,59,0,2716
3,0,189,0,105,25,59,0,2716
4,0,24,0,0,0,24,0,225
5,0,24,0,0,0,24,0,225
6,0,24,0,0,0,24,0,225
7,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0
