snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,119,1209,0,1123,0,169,36,76565
2,13,108,0,100,0,17,4,4777
3,13,139,0,131,0,17,4,5311
4,13,141,0,131,0,19,4,5409
5,13,141,0,131,0,19,4,5414
6,13,141,0,131,0,19,4,5456
7,13,141,0,131,0,19,4,5471
8,13,141,0,131,0,19,4,5495
9,13,141,0,131,0,19,4,5495
10,13,141,0,131,0,19,4,5663
11,13,141,0,131,0,19,4,5693
12,15,149,0,141,0,19,4,10337
13,13,149,0,139,0,19,4,10169
14,13,149,0,139,0,19,4,10197
15,13,149,0,139,0,19,4,10197
16,13,124,0,114,0,19,4,10017
17,13,124,0,114,0,19,4,10017
