snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,8,0,0,8,0,0,34.0
1,77,1272,0,300,927,62,60,25520.0
2,82,3106,0,660,2376,90,62,77780.0
3,82,3288,0,775,2443,90,62,82251.0
4,107,4074,0,1075,2883,136,87,91416.0
5,97,4296,0,1085,3081,153,74,106137.0
6,107,4473,0,1220,3123,153,84,117602.0
7,62,4093,0,1245,2702,182,26,100638.0
8,92,4411,0,1280,2935,232,56,107471.0
