snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,20,98,0,30,34,34,20,1112
1,55,1172,0,245,786,146,50,46774
2,15,194,0,65,108,26,10,2423
3,5,490,0,120,278,97,0,37836
4,10,714,0,95,531,88,10,38367
5,30,899,0,160,620,119,30,40513
6,20,1113,0,240,744,129,20,41663
7,20,1161,0,205,835,121,20,41702
8,20,1167,0,195,846,126,20,42012
9,50,1048,0,190,738,120,50,44944
10,50,1048,0,190,738,120,50,44946
