snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,40,286,0,50,162,74,40,8048
1,2460,3486,0,2492,1089,1251,1114,940306
2,110,294,0,50,165,79,110,9028
3,170,488,0,110,206,172,170,16359
4,1171,911,0,1151,279,352,300,39309
5,1181,1066,0,1201,321,415,310,49043
6,1261,1332,0,1211,481,511,390,54401
7,1341,1457,0,1236,516,576,470,63205
8,1551,1766,0,1346,705,586,680,73584
9,1951,2330,0,1556,931,714,1080,92949
10,2350,3192,0,2442,924,1172,1004,931386
