snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,30,599,0,335,20,244,30,25339
1,9057,32897,0,12642,6500,13892,8920,2602436
2,125,4627,0,1925,941,1776,110,290935
3,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0
10,10,1773,0,870,153,750,10,66266
11,10,1772,0,860,159,753,10,66753
12,974,2819,0,1079,336,1408,970,204217
13,1029,3374,0,1199,731,1463,1010,245083
14,1039,3536,0,1264,790,1501,1020,311836
15,1039,3657,0,1344,813,1519,1020,327250
16,1019,3619,0,1364,795,1479,1000,331198
17,1159,3543,0,1354,809,1399,1140,322374
18,1219,3665,0,1369,903,1412,1200,331353
19,1229,3693,0,1424,895,1393,1210,329569
20,95,2933,0,1355,734,859,80,207994
21,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0
