snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,164,2653,0,1162,106,1535,14,773830
1,2,6585,0,1867,905,3815,0,594428
2,766,6337,0,3929,226,2920,28,2146456
3,766,7342,0,4314,435,3331,28,2301738
4,471,7120,0,3775,627,3175,14,2189472
5,481,3720,0,2780,373,1034,14,1881855
6,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0
10,2,3465,0,1017,684,1766,0,383802
