snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,60,1277,0,775,6,496,60,26746
2,80,1698,0,825,24,849,80,51289
3,180,1901,0,925,34,942,180,57654
4,180,2228,0,945,53,1240,170,88370
