snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,24307,6104,0,1948,27133,1324,6,2055301
2,1755,36,0,32,1755,4,0,132597
3,1595,42,0,38,1595,4,0,148371
4,11660,40,0,40,11660,0,0,302171
5,5170,0,0,0,5170,0,0,73498
6,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0
10,11633,2844,0,912,12932,633,0,976260
11,11763,3240,0,1020,13296,687,0,1047209
