snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,8852,4504,0,4780,141,3545,4890,315414.0
2,5192,2197,0,4455,35,1599,1300,146119.0
3,3892,946,0,4220,70,548,0,117343.0
4,3892,946,0,4220,70,548,0,117343.0
5,3902,1093,0,4240,51,684,20,136229.0
6,0,519,0,120,46,343,10,25939.0
7,0,531,0,135,18,368,10,29127.0
8,60,539,0,130,18,401,50,31604.0
9,70,509,0,105,18,396,60,29979.0
10,70,509,0,105,18,396,60,29979.0
11,500,509,0,105,18,396,490,30754.0
12,70,509,0,105,18,396,60,29979.0
13,500,530,0,105,18,417,490,31411.0
14,500,530,0,105,18,417,490,31411.0
15,500,530,0,105,18,417,490,31411.0
16,500,530,0,105,18,417,490,31411.0
17,700,249,0,45,5,199,700,14230.0
18,790,249,0,45,5,199,790,14694.0
19,830,254,0,50,5,199,830,14830.0
20,830,254,0,50,5,199,830,14830.0
21,0,254,0,50,5,199,0,12308.0
22,0,264,0,60,5,199,0,12338.0
23,0,357,0,115,5,237,0,12734.0
24,0,357,0,115,5,237,0,12734.0
25,0,357,0,115,5,237,0,12734.0
26,470,249,0,45,5,199,470,13137.0
