snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
2,1180,961,0,735,57,169,1180,31212.0
3,1130,841,0,610,83,148,1130,29965.0
4,900,725,0,510,83,132,900,27291.0
5,2055,1268,0,880,107,296,2040,56201.0
6,2075,1293,0,900,107,301,2060,57609.0
7,2125,1308,0,915,107,291,2120,56927.0
8,2125,1308,0,915,107,291,2120,56927.0
