snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,0,143,0,20,123,0,0,4055
2,20,317,0,85,212,40,0,7227
3,10,224,0,85,119,30,0,3173
4,10,352,0,145,187,30,0,4875
5,10,940,0,310,610,30,0,10602
6,20,979,0,335,624,30,10,13052
