snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,0,134,0,40,90,4,0,1170
2,0,419,0,255,162,2,0,5588
3,2,556,0,327,229,2,0,7645
4,2,603,0,362,241,2,0,7975
5,2,699,0,442,259,0,0,9834
6,2,699,0,442,259,0,0,9934
7,2,699,0,442,259,0,0,10014
8,12,832,0,528,290,16,10,12312
