snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,95,168,0,200,0,63,0,9437
2,1770,264,3,1451,5,573,8,51741
3,1811,283,3,1509,5,575,8,49252
4,3906,296,4,2889,0,1308,9,99154
5,3982,314,4,2980,0,1311,9,103514
6,3982,314,4,2980,0,1311,9,103519
7,3982,314,4,2980,0,1311,9,103624
8,3982,316,4,2980,0,1313,9,104203
