snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,0,701,0,250,250,201,0,29413.0
2,0,710,0,235,289,186,0,32515.0
3,0,832,0,250,374,208,0,39255.0
4,0,844,0,230,397,217,0,39596.0
5,0,415,0,162,216,37,0,17227.0
6,0,423,0,162,224,37,0,17512.0
