snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0
4,360,797,0,275,551,71,260,16168
5,360,822,0,275,576,71,260,16582
6,360,831,0,275,585,71,260,16940
7,360,831,0,275,585,71,260,16940
8,70,765,0,195,460,120,60,17588
9,70,763,0,195,458,120,60,17588
