snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,78,2787,0,643,1474,678,70,126252
2,38,2740,0,829,1552,367,30,101421
3,30,3385,0,1122,1893,290,110,85696
4,5,4028,0,1017,2314,562,140,110148
5,70,6539,0,1953,3819,577,260,206763
6,70,5729,0,1768,3316,455,260,139710
7,70,5129,0,1693,2864,392,250,115298
8,148,6011,0,2186,3190,403,380,137874
9,236,5927,0,2234,3174,415,340,154424
