snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
3,0,211,0,115,72,24,0,3217
4,0,214,0,115,75,24,0,3429
5,0,225,0,115,71,39,0,4391
