snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,0,246,0,155,66,25,0,3719
2,0,269,0,175,67,27,0,3858
3,30,224,0,95,74,55,30,5543
4,30,324,0,145,87,92,30,8570
5,30,354,0,160,100,94,30,9019
6,30,351,0,170,83,98,30,8584
7,30,358,0,170,83,105,30,8734
