snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,10,2435,0,885,233,1317,10,215415
2,0,2493,0,990,228,1275,0,234303
3,416,3140,0,2305,227,980,44,975925
4,416,3281,0,2390,266,997,44,983023
5,50,1786,0,895,297,594,50,135056
