snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,272,164,0,335,12,79,10,31981
2,272,369,0,496,28,107,10,39962
3,272,602,0,666,70,128,10,52485
4,277,637,0,666,70,168,10,57387
5,282,1053,0,858,100,327,50,81462
6,262,870,0,688,97,317,30,92239
7,322,857,0,673,97,319,90,99793
