snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,10,5,0,0,5,0,10,47
1,18,156,0,43,86,35,10,8786
2,18,392,0,118,108,174,10,31350
3,68,405,0,128,135,150,60,29597
4,78,469,0,178,144,155,70,32877
5,78,443,0,128,158,165,70,32629
6,68,443,0,128,158,165,60,32409
7,68,441,0,153,130,166,60,33971
