snapshot,bugs,smells,vulnerability,Major,Critical,Minor,Blocker,nCLOC
0,0,0,0,0,0,0,0,0
1,222,20319,0,4047,14690,1594,210,2316729.0
2,222,20319,0,4047,14690,1594,210,2316771.0
3,302,19857,0,3967,14397,1525,270,2321699.0
4,352,20017,0,4067,14436,1536,330,2336863.0
5,412,19400,0,3757,13850,1795,410,2249588.0
6,255,10413,0,1080,8944,394,250,1254163.0
7,0,0,0,0,0,0,0,0
